Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (synonym)	TAIR
P48349	reviewed	14336_ARATH	14-3-3-like protein G-BOX factor 14 lambda (14-3-3-like protein GF14 lambda) (14-3-3lambda) (14-3-3-like protein AFT1) (14-3-3-like protein RCI2) (General regulatory factor 6)	GRF6 AFT1 RCI2 At5g10450 F12B17_200	Arabidopsis thaliana (Mouse-ear cress)	248	AFT1 RCI2	AT5G10450;
Q058G9	reviewed	PCEP5_ARATH	Precursor of CEP5 (PCEP5) [Cleaved into: C-terminally encoded peptide 5 (CEP5)]	CEP5 At5g66815 MUD21	Arabidopsis thaliana (Mouse-ear cress)	105		AT5G66815;
Q0IGM7	reviewed	BBX20_ARATH	B-box zinc finger protein 20 (Protein BZR1 SUPPRESSOR 1) (Protein DOUBLE B-BOX 2) (Protein SALT TOLERANCE HOMOLOG 7)	BBX20 BZS1 DBB2 STH7 At4g39070 F19H22.170	Arabidopsis thaliana (Mouse-ear cress)	242	BZS1 DBB2 STH7	AT4G39070;
Q0WRY5	reviewed	PBL7_ARATH	Probable serine/threonine-protein kinase PBL7 (EC 2.7.11.1) (CDG1-like protein 1) (PBS1-like protein 7)	PBL7 CDL1 At5g02800 F9G14.110	Arabidopsis thaliana (Mouse-ear cress)	378	CDL1	AT5G02800;
Q38857	reviewed	XTH22_ARATH	Xyloglucan endotransglucosylase/hydrolase protein 22 (At-XTH22) (XTH-22) (EC 2.4.1.207) (Touch protein 4)	XTH22 TCH4 At5g57560 MUA2.13	Arabidopsis thaliana (Mouse-ear cress)	284	TCH4	AT5G57560;
Q39010	reviewed	KSG6_ARATH	Shaggy-related protein kinase zeta (EC 2.7.11.1) (ASK-zeta) (Shaggy-related protein kinase 2-2) (AtSK2-2) (Shaggy-related protein kinase 23) (AtSK23)	ASK6 SK2-2 SK23 At2g30980 F7F1.19	Arabidopsis thaliana (Mouse-ear cress)	412	SK2-2 SK23	AT2G30980;
Q39011	reviewed	KSG7_ARATH	Shaggy-related protein kinase eta (EC 2.7.11.1) (ASK-eta) (Protein BRASSINOSTEROID INSENSITIVE 2) (Protein ULTRACURVATA 1) (Shaggy-related protein kinase 21) (AtSK21)	ASK7 BIN2 DWF12 SK21 UCU1 At4g18710 F28A21.120	Arabidopsis thaliana (Mouse-ear cress)	380	BIN2 DWF12 SK21 UCU1	AT4G18710;
Q39012	reviewed	KSG9_ARATH	Shaggy-related protein kinase iota (EC 2.7.11.1) (ASK-iota) (GSK3/shaggy-related protein kinase 1) (AtGSK1) (Protein BIN2-like 2) (Shaggy-related protein kinase 2-3) (AtSK2-3) (Shaggy-related protein kinase 22) (AtSK22)	ASK9 BIL2 GSK1 SK2-3 SK22 At1g06390 T2D23.9	Arabidopsis thaliana (Mouse-ear cress)	407	BIL2 GSK1 SK2-3 SK22	AT1G06390;
Q6BDA0	reviewed	ELF6_ARATH	Lysine-specific demethylase ELF6 (EC 1.14.11.-) (Early flowering 6) (Jumonji domain-containing protein 11) (AtJMJ11) (Protein JUMONJI 11) (Lysine-specific histone demethylase ELF6) ([histone H3]-trimethyl-L-lysine(27) monodemethylase JMJ11)	ELF6 JMJ11 PKDM9B At5g04240 F21E1.160	Arabidopsis thaliana (Mouse-ear cress)	1340	JMJ11 PKDM9B	AT5G04240;
Q6R053	reviewed	MYB56_ARATH	Transcription factor MYB56 (Myb-related protein 56) (AtMYB56) (Protein BRASSINOSTEROIDS AT VASCULAR AND ORGANIZING CENTER)	MYB56 BRAVO At5g17800 MVA3.16	Arabidopsis thaliana (Mouse-ear cress)	323	BRAVO	AT5G17800;
Q7XJT7	reviewed	BSK12_ARATH	Probable inactive receptor-like kinase BSK12 (Brassinosteroid-signaling kinase 12) (Protein SHORT SUSPENSOR)	BSK12 SSP At2g17090 F6P23.23	Arabidopsis thaliana (Mouse-ear cress)	465	SSP	AT2G17090;
Q84JG5	reviewed	HLL_ARATH	Large ribosomal subunit protein uL14my (50S ribosomal protein HLL, mitochondrial) (Protein HUELLENLOS)	HLL At1g17560 F1L3.27	Arabidopsis thaliana (Mouse-ear cress)	196		AT1G17560;
Q84LH8	reviewed	PIF5_ARATH	Transcription factor PIF5 (Basic helix-loop-helix protein 65) (AtbHLH65) (bHLH 65) (Phytochrome interacting factor-like 6) (Phytochrome-interacting factor 5) (Transcription factor EN 103) (bHLH transcription factor bHLH065)	PIF5 BHLH65 EN103 PIL6 At3g59060 F17J16.110	Arabidopsis thaliana (Mouse-ear cress)	444	BHLH65 EN103 PIL6	AT3G59060;
Q8L7U5	reviewed	BSL1_ARATH	Serine/threonine-protein phosphatase BSL1 (EC 3.1.3.16) (BSU1-like protein 1)	BSL1 At4g03080 T4I9.4	Arabidopsis thaliana (Mouse-ear cress)	881		AT4G03080;
Q8LF36	reviewed	2A5T_ARATH	Serine/threonine protein phosphatase 2A 57 kDa regulatory subunit B' theta isoform (AtB' theta) (PP2A, B' subunit, theta isoform)	B'THETA At1g13460 T6J4.19	Arabidopsis thaliana (Mouse-ear cress)	492		AT1G13460;
Q8RW96	reviewed	2A5G_ARATH	Serine/threonine protein phosphatase 2A 59 kDa regulatory subunit B' gamma isoform (AtB' gamma) (PP2A, B' subunit, gamma isoform)	B'GAMMA At4g15415 dl3750w FCAALL.118	Arabidopsis thaliana (Mouse-ear cress)	522		AT4G15415;
Q8RWR1	reviewed	JMJ30_ARATH	Lysine-specific demethylase JMJ30 (AtJMJ30) (EC 1.14.11.27) (EC 1.14.11.68) (EC 1.14.11.69) (JmjC domain-containing protein 30) (Jumonji domain-containing protein 5) (AtJMJD5) ([histone H3]-trimethyl-L-lysine(36) monodemethylase JMJ30)	JMJ30 JMJD5 At3g20810 MOE17.12	Arabidopsis thaliana (Mouse-ear cress)	429	JMJD5	AT3G20810;
Q8RWS1	reviewed	ORS1_ARATH	Protein ORGAN SIZE RELATED 1	OSR1 At2g41230 F13H10.22	Arabidopsis thaliana (Mouse-ear cress)	88		AT2G41230;
Q8RXK7	reviewed	PME41_ARATH	Probable pectinesterase/pectinesterase inhibitor 41 [Includes: Pectinesterase inhibitor 41 (Pectin methylesterase inhibitor 41); Pectinesterase 41 (PE 41) (EC 3.1.1.11) (AtPMEpcrB) (Pectin methylesterase 41) (AtPME41)]	PME41 ARATH41 At4g02330 T14P8.14	Arabidopsis thaliana (Mouse-ear cress)	573	ARATH41	AT4G02330;
Q8S307	reviewed	BZR1_ARATH	Protein BRASSINAZOLE-RESISTANT 1 (Protein BIN2 SUBSTRATE 2)	BZR1 BIS2 At1g75080 F9E10.7	Arabidopsis thaliana (Mouse-ear cress)	336	BIS2	AT1G75080;
Q8W4I6	reviewed	BPG2_ARATH	GTP-binding protein BRASSINAZOLE INSENSITIVE PALE GREEN 2, chloroplastic (Protein BRZ-INSENSITIVE-PALE GREEN 2)	BPG2 At3g57180 F28O9.30	Arabidopsis thaliana (Mouse-ear cress)	660		AT3G57180;
Q8W4L3	reviewed	BSK3_ARATH	Serine/threonine-protein kinase BSK3 (EC 2.7.11.1) (Brassinosteroid-signaling kinase 3)	BSK3 At4g00710 F6N23.9	Arabidopsis thaliana (Mouse-ear cress)	489		AT4G00710;
Q93WU8	reviewed	WRK54_ARATH	Probable WRKY transcription factor 54 (WRKY DNA-binding protein 54)	WRKY54 At2g40750 T7D17.7	Arabidopsis thaliana (Mouse-ear cress)	346		AT2G40750;
Q944A7	reviewed	BSK1_ARATH	Serine/threonine-protein kinase BSK1 (EC 2.7.11.1) (Brassinosteroid-signaling kinase 1)	BSK1 At4g35230 F23E12.210	Arabidopsis thaliana (Mouse-ear cress)	512		AT4G35230;
Q94AG2	reviewed	SERK1_ARATH	Somatic embryogenesis receptor kinase 1 (AtSERK1) (EC 2.7.10.1) (EC 2.7.11.1) (Somatic embryogenesis receptor-like kinase 1)	SERK1 At1g71830 F14O23.21 F14O23_24	Arabidopsis thaliana (Mouse-ear cress)	625		AT1G71830;
Q96287	reviewed	KSG8_ARATH	Shaggy-related protein kinase theta (EC 2.7.11.1) (ASK-theta) (Shaggy-related protein kinase 32) (AtSK32)	ASK8 SK32 At4g00720 F6N23.11	Arabidopsis thaliana (Mouse-ear cress)	472	SK32	AT4G00720;
Q9C5V6	reviewed	TOP6B_ARATH	DNA topoisomerase 6 subunit B (AtTOP6B) (EC 5.6.2.2) (Protein BRASSINOSTEROID INSENSITIVE 3) (Protein ELONGATED HYPOCOTYL 6) (Protein ROOT HAIRLESS 3)	TOP6B BIN3 HYP6 RHL3 At3g20780 MOE17.8	Arabidopsis thaliana (Mouse-ear cress)	670	BIN3 HYP6 RHL3	AT3G20780;
Q9C8W9	reviewed	NAC30_ARATH	NAC domain-containing protein 30 (ANAC030) (Protein VASCULAR RELATED NAC-DOMAIN 7)	NAC030 VND7 At1g71930 F17M19.8	Arabidopsis thaliana (Mouse-ear cress)	324	VND7	AT1G71930;
Q9C9F5	reviewed	C3H15_ARATH	Zinc finger CCCH domain-containing protein 15 (AtC3H15) (Protein CALLOSE DEFECTIVE MICROSPORE 1)	C3H15 CDM1 At1g68200 T22E19.17	Arabidopsis thaliana (Mouse-ear cress)	308	CDM1	AT1G68200;
Q9CA51	reviewed	MIF1_ARATH	Mini zinc finger protein 1 (AtMIF1)	MIF1 At1g74660 F1M20.34	Arabidopsis thaliana (Mouse-ear cress)	102		AT1G74660;
Q9CA64	reviewed	PRE3_ARATH	Transcription factor PRE3 (Basic helix-loop-helix protein 135) (AtbHLH135) (bHLH 135) (Protein ACTIVATION-TAGGED BRI1 SUPPRESSOR 1) (ATBS1) (Protein PACLOBUTRAZOL RESISTANCE 3) (Protein TARGET OF MOOPTEROS 7) (Transcription factor EN 67) (bHLH transcription factor bHLH135)	PRE3 BHLH135 BS1 EN67 TMO7 At1g74500 F1M20.18	Arabidopsis thaliana (Mouse-ear cress)	93	BHLH135 BS1 EN67 TMO7	AT1G74500;
Q9FHD7	reviewed	BSK8_ARATH	Serine/threonine-protein kinase BSK8 (EC 2.7.11.1) (Brassinosteroid-signaling kinase 8)	BSK8 At5g41260 K1O13.5	Arabidopsis thaliana (Mouse-ear cress)	487		AT5G41260;
Q9FIL1	reviewed	BSK5_ARATH	Serine/threonine-protein kinase BSK5 (EC 2.7.11.1) (Brassinosteroid-signaling kinase 5)	BSK5 At5g59010 K19M22.7	Arabidopsis thaliana (Mouse-ear cress)	489		AT5G59010;
Q9FLE9	reviewed	PRE1_ARATH	Transcription factor PRE1 (Basic helix-loop-helix protein 136) (AtbHLH136) (bHLH 136) (Protein BANQUO 1) (Protein PACLOBUTRAZOL RESISTANCE 1) (bHLH transcription factor bHLH136)	PRE1 BHLH136 BNQ1 At5g39860 MYH19.1	Arabidopsis thaliana (Mouse-ear cress)	92	BHLH136 BNQ1	AT5G39860;
Q9FMS5	reviewed	MS1_ARATH	PHD finger protein MALE STERILITY 1	MS1 At5g22260 T6G21.3	Arabidopsis thaliana (Mouse-ear cress)	672		AT5G22260;
Q9FMZ0	reviewed	BKI1_ARATH	BRI1 kinase inhibitor 1	BKI1 At5g42750 MJB21.13	Arabidopsis thaliana (Mouse-ear cress)	337		AT5G42750;
Q9FR53	reviewed	TOR_ARATH	Serine/threonine-protein kinase TOR (EC 2.7.11.1) (Protein TARGET OF RAPAMYCIN) (AtTOR)	TOR At1g50030 F2J10.19	Arabidopsis thaliana (Mouse-ear cress)	2481		AT1G50030;
Q9LK35	reviewed	THE1_ARATH	Receptor-like protein kinase THESEUS 1 (EC 2.7.11.-)	THE1 At5g54380 GA469.3	Arabidopsis thaliana (Mouse-ear cress)	855		AT5G54380;
Q9LN63	reviewed	BZR2_ARATH	Protein BRASSINAZOLE-RESISTANT 2 (Protein 107) (Protein BIN2 SUBSTRATE 1) (Protein BRI1-EMS-SUPPRESSOR 1)	BZR2 BES1 BIS1 At1g19350 F18O14_4	Arabidopsis thaliana (Mouse-ear cress)	335	BES1 BIS1	AT1G19350;
Q9LR78	reviewed	BSU1_ARATH	Serine/threonine-protein phosphatase BSU1 (EC 3.1.3.16) (Bri1 suppressor protein 1)	BSU1 At1g03445 F21B7.7	Arabidopsis thaliana (Mouse-ear cress)	793		AT1G03445;
Q9LS26	reviewed	BSK2_ARATH	Serine/threonine-protein kinase BSK2 (EC 2.7.11.1) (Brassinosteroid-signaling kinase 2)	BSK2 At5g46570 F10E10.4	Arabidopsis thaliana (Mouse-ear cress)	489		AT5G46570;
Q9LSE1	reviewed	CDG1_ARATH	Serine/threonine-protein kinase CDG1 (EC 2.7.11.1) (Protein CONSTITUTIVE DIFFERENTIAL GROWTH 1)	CDG1 At3g26940 MOJ10.2	Arabidopsis thaliana (Mouse-ear cress)	432		AT3G26940;
Q9LVA1	reviewed	NC101_ARATH	NAC domain-containing protein 101 (ANAC101) (Protein VASCULAR RELATED NAC-DOMAIN 6)	NAC101 VND6 At5g62380 MMI9.21	Arabidopsis thaliana (Mouse-ear cress)	348	VND6	AT5G62380;
Q9LVE2	reviewed	2A5Z_ARATH	Serine/threonine protein phosphatase 2A 59 kDa regulatory subunit B' zeta isoform (AtB' zeta) (PP2A, B' subunit, zeta isoform)	B'ZETA At3g21650 MIL23.22	Arabidopsis thaliana (Mouse-ear cress)	546		AT3G21650;
Q9LVM5	reviewed	TTHL_ARATH	Uric acid degradation bifunctional protein TTL (Transthyretin-like protein) [Includes: 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase (OHCU decarboxylase) (EC 4.1.1.97); 5-hydroxyisourate hydrolase (HIU hydrolase) (HIUHase) (EC 3.5.2.17)]	TTL At5g58220 MCK7.9	Arabidopsis thaliana (Mouse-ear cress)	324		AT5G58220;
Q9LX66	reviewed	HERK_ARATH	Receptor-like protein kinase HERK 1 (EC 2.7.11.-) (Protein HERCULES RECEPTOR KINASE 1)	HERK1 At3g46290 F12M12.260 F18L15.10	Arabidopsis thaliana (Mouse-ear cress)	830		AT3G46290;
Q9LXR7	reviewed	PAR2_ARATH	Transcription factor PAR2 (Basic helix-loop-helix protein 166) (AtbHLH166) (bHLH 166) (Protein HELIX-LOOP-HELIX 2) (Protein PHYTOCHROME RAPIDLY REGULATED 2) (bHLH transcription factor bHLH166)	PAR2 BHLH166 HLH2 At3g58850 T20N10.200	Arabidopsis thaliana (Mouse-ear cress)	118	BHLH166 HLH2	AT3G58850;
Q9LY00	reviewed	WRK70_ARATH	Probable WRKY transcription factor 70 (WRKY DNA-binding protein 70)	WRKY70 At3g56400 T5P19.50	Arabidopsis thaliana (Mouse-ear cress)	294		AT3G56400;
Q9M099	reviewed	SCP24_ARATH	Serine carboxypeptidase 24 (EC 3.4.16.6) (Bri1 suppressor 1) (Carboxypeptidase D) (Serine carboxypeptidase II) [Cleaved into: Serine carboxypeptidase 24 chain A (Serine carboxypeptidase II chain A); Serine carboxypeptidase 24 chain B (Serine carboxypeptidase II chain B)]	SCPL24 BRS1 At4g30610 F17I23.50	Arabidopsis thaliana (Mouse-ear cress)	465	BRS1	AT4G30610;
Q9M0B9	reviewed	IBL1_ARATH	Transcription factor IBH1-like 1 (AtIBL1) (BHLH transcription factor eta) (bHLH eta) (Basic helix-loop-helix protein 159) (AtbHLH159) (bHLH 159) (bHLH transcription factor bHLH159)	IBL1 BHLH159 At4g30410 F17I23.250	Arabidopsis thaliana (Mouse-ear cress)	180	BHLH159	AT4G30410;
Q9M1V9	reviewed	LFG2_ARATH	Protein LIFEGUARD 2 (AtLFG2) (Protein BRZ-INSENSITIVE-LONG HYPOCOTYLS 4)	LFG2 BIL4 At3g63310 MAA21.11	Arabidopsis thaliana (Mouse-ear cress)	239	BIL4	AT3G63310;
Q9M324	reviewed	BSK6_ARATH	Serine/threonine-protein kinase BSK6 (EC 2.7.11.1) (Brassinosteroid-signaling kinase 6)	BSK6 At3g54030 F5K20_330	Arabidopsis thaliana (Mouse-ear cress)	490		AT3G54030;
Q9M9L6	reviewed	BH150_ARATH	Transcription factor bHLH150 (ATBS1 interacting factor 1) (Basic helix-loop-helix protein 150) (AtbHLH150) (bHLH 150) (Transcription factor EN 145) (bHLH transcription factor bHLH150)	BHLH150 AIF1 EN145 At3g05800 F10A16.9	Arabidopsis thaliana (Mouse-ear cress)	211	AIF1 EN145	AT3G05800;
Q9M9U5	reviewed	B1L_ARATH	Protein BYPASS1-LIKE	B1L At1g18740 F6A14.15	Arabidopsis thaliana (Mouse-ear cress)	382		AT1G18740;
Q9SCZ4	reviewed	FERON_ARATH	Receptor-like protein kinase FERONIA (EC 2.7.11.1) (Protein SIRENE)	FER AAK1 SIR SRN At3g51550 F26O13.190	Arabidopsis thaliana (Mouse-ear cress)	895	AAK1 SIR SRN	AT3G51550;
Q9SHS7	reviewed	BSL3_ARATH	Serine/threonine-protein phosphatase BSL3 (EC 3.1.3.16) (BSU1-like protein 3)	BSL3 At2g27210 T22O13.2	Arabidopsis thaliana (Mouse-ear cress)	1006		AT2G27210;
Q9SIN1	reviewed	TTL3_ARATH	Inactive TPR repeat-containing thioredoxin TTL3 (Tetratricopeptide repeat thioredoxin-like 3) (VH1-interacting TPR-containing protein)	TTL3 VIT At2g42580 F14N22.15	Arabidopsis thaliana (Mouse-ear cress)	691	VIT	AT2G42580;
Q9SJF0	reviewed	BSL2_ARATH	Serine/threonine-protein phosphatase BSL2 (EC 3.1.3.16) (BSU1-like protein 2)	BSL2 At1g08420 T27G7.10	Arabidopsis thaliana (Mouse-ear cress)	1018		AT1G08420;
Q9SJH0	reviewed	PAR1_ARATH	Transcription factor PAR1 (Basic helix-loop-helix protein 165) (AtbHLH165) (bHLH 165) (Protein HELIX-LOOP-HELIX 1) (Protein PHYTOCHROME RAPIDLY REGULATED 1) (bHLH transcription factor bHLH165)	PAR1 BHLH165 HLH1 At2g42870 F7D19.13	Arabidopsis thaliana (Mouse-ear cress)	118	BHLH165 HLH1	AT2G42870;
Q9SKD9	reviewed	WRK46_ARATH	Probable WRKY transcription factor 46 (WRKY DNA-binding protein 46)	WRKY46 At2g46400 F11C10.9	Arabidopsis thaliana (Mouse-ear cress)	295		AT2G46400;
Q9SKG5	reviewed	SERK4_ARATH	Somatic embryogenesis receptor kinase 4 (AtSERK4) (EC 2.7.10.1) (EC 2.7.11.1) (Protein BAK1-like 1) (AtBKK1) (Somatic embryogenesis receptor-like kinase 2)	SERK4 BKK1 At2g13790 F13J11.14	Arabidopsis thaliana (Mouse-ear cress)	620	BKK1	AT2G13790;
Q9SKX1	reviewed	IBH1_ARATH	Transcription factor IBH1 (AtIBH1) (BHLH transcription factor zeta) (bHLH zeta) (Basic helix-loop-helix protein 158) (AtbHLH158) (bHLH 158) (Protein ILI1-BINDING BHLH 1) (bHLH transcription factor bHLH158)	IBH1 BHLH158 At2g43060 MFL8.8	Arabidopsis thaliana (Mouse-ear cress)	156	BHLH158	AT2G43060;
Q9STM3	reviewed	REF6_ARATH	Lysine-specific demethylase REF6 (EC 1.14.11.-) (Jumonji domain-containing protein 12) (AtJMJ12) (Protein JUMONJI 12) (Lysine-specific histone demethylase REF6) (Protein ENHANCER OF ETHYLENE INSENSITIVITY 6) (Protein ETHYLENE-INSENSITIVE 6) (Protein RELATIVE OF EARLY FLOWERING 6) ([histone H3]-trimethyl-L-lysine(27) monodemethylase JMJ12) ([histone H3]-trimethyl-L-lysine(36) monodemethylase JMJ12) ([histone H3]-trimethyl-L-lysine(4) monodemethylase JMJ12)	REF6 EIN6 JMJ12 PKDM9A At3g48430 T29H11_50	Arabidopsis thaliana (Mouse-ear cress)	1360	EIN6 JMJ12 PKDM9A	AT3G48430;
Q9SU05	reviewed	KIB1_ARATH	F-box/kelch-repeat protein KIB1 (Protein KINK SUPPRESSED IN BZR1-1D 1)	KIB1 At4g12810 T20K18.160	Arabidopsis thaliana (Mouse-ear cress)	382		AT4G12810;
Q9SZ58	reviewed	BRAT1_ARATH	Brassinosteroid-related acyltransferase 1 (BR-related acyltransferase 1) (EC 2.3.1.-) (Protein DWARF AND ROUND LEAF 1) (Protein PIZZA)	BAT1 DRL1 PIZ At4g31910 F10N7.280 F11C18.110	Arabidopsis thaliana (Mouse-ear cress)	458	DRL1 PIZ	AT4G31910;
Q9XI87	reviewed	VIK_ARATH	Serine/threonine-protein kinase VIK (EC 2.7.11.1) (VH1-interacting kinase)	VIK At1g14000 F16A14.22 F7A19.9	Arabidopsis thaliana (Mouse-ear cress)	438		AT1G14000;
Q9XIC7	reviewed	SERK2_ARATH	Somatic embryogenesis receptor kinase 2 (AtSERK2) (EC 2.7.11.1) (Somatic embryogenesis receptor-like kinase 2)	SERK2 At1g34210 F23M19.11	Arabidopsis thaliana (Mouse-ear cress)	628		AT1G34210;
Q9ZPS9	reviewed	BRL2_ARATH	Serine/threonine-protein kinase BRI1-like 2 (EC 2.7.11.1) (BRASSINOSTEROID INSENSITIVE 1-like protein 2) (Protein VASCULAR HIGHWAY 1)	BRL2 VH1 At2g01950 F14H20.2	Arabidopsis thaliana (Mouse-ear cress)	1143	VH1	AT2G01950;
Q9ZWM9	reviewed	RAV1_ARATH	AP2/ERF and B3 domain-containing transcription factor RAV1 (Ethylene-responsive transcription factor RAV1) (Protein RELATED TO ABI3/VP1 1)	RAV1 At1g13260 T6J4.2	Arabidopsis thaliana (Mouse-ear cress)	344		AT1G13260;
F4JRR5	reviewed	TTL_ARATH	TITAN-like protein	TTL At4g24900 F13M23.40	Arabidopsis thaliana (Mouse-ear cress)	421		AT4G24900;
O04375	reviewed	2A5A_ARATH	Serine/threonine protein phosphatase 2A 57 kDa regulatory subunit B' alpha isoform (AtB' alpha) (PP2A, B' subunit, alpha isoform)	B'ALPHA At5g03470 F12E4.240	Arabidopsis thaliana (Mouse-ear cress)	495		AT5G03470;
O04376	reviewed	2A5B_ARATH	Serine/threonine protein phosphatase 2A 57 kDa regulatory subunit B' beta isoform (AtB' beta) (PP2A, B' subunit, beta isoform)	B'BETA At3g09880 F8A24.7	Arabidopsis thaliana (Mouse-ear cress)	499		AT3G09880;
O48786	reviewed	C734A_ARATH	Cytochrome P450 734A1 (EC 1.14.-.-) (Protein PHYB ACTIVATION-TAGGED SUPPRESSOR 1)	CYP734A1 BAS1 At2g26710 F18A8.8	Arabidopsis thaliana (Mouse-ear cress)	520	BAS1	AT2G26710;
P46689	reviewed	GASA1_ARATH	Gibberellin-regulated protein 1 (GAST1 protein homolog 1)	GASA1 At1g75750 F10A5.6 F10A5_16	Arabidopsis thaliana (Mouse-ear cress)	98		AT1G75750;
P48347	reviewed	14310_ARATH	14-3-3-like protein GF14 epsilon (General regulatory factor 10)	GRF10 At1g22300 T16E15.8	Arabidopsis thaliana (Mouse-ear cress)	254		AT1G22300;
Q01525	reviewed	14332_ARATH	14-3-3-like protein GF14 omega (General regulatory factor 2)	GRF2 GF14 At1g78300 F3F9.16	Arabidopsis thaliana (Mouse-ear cress)	259	GF14	AT1G78300;
Q3E936	reviewed	MAKR1_ARATH	Probable membrane-associated kinase regulator 1	MAKR1 At5g26230 F9D12.20	Arabidopsis thaliana (Mouse-ear cress)	341		AT5G26230;
Q8RXL7	reviewed	ARL_ARATH	ARGOS-like protein	ARL At2g44080 F6E13.21	Arabidopsis thaliana (Mouse-ear cress)	135		AT2G44080;
Q9FJG1	reviewed	SAU19_ARATH	Auxin-responsive protein SAUR19 (Protein SMALL AUXIN UP RNA 19)	SAUR19 At5g18010 MCM23.9	Arabidopsis thaliana (Mouse-ear cress)	90		AT5G18010;
Q9LU89	reviewed	2A5N_ARATH	Serine/threonine protein phosphatase 2A 59 kDa regulatory subunit B' eta isoform (AtB' eta) (PP2A, B' subunit, eta isoform)	B'ETA At3g26020 MPE11.19	Arabidopsis thaliana (Mouse-ear cress)	510		AT3G26020;
Q9LUS7	reviewed	RLF23_ARATH	Rapid alkalinization factor 23 (AtRALF23) (Protein RALF-like 23)	RALF23 RALFL23 At3g16570 MGL6.2	Arabidopsis thaliana (Mouse-ear cress)	138	RALFL23	AT3G16570;
Q9SU04	reviewed	KIB2_ARATH	F-box protein KIB2 (Protein KINK SUPPRESSED IN BZR1-1D 2)	KIB2 At4g12820 T20K18.170	Arabidopsis thaliana (Mouse-ear cress)	442		AT4G12820;
