Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (synonym)	TAIR
O04714	reviewed	GCR1_ARATH	G-protein coupled receptor 1	GCR1 At1g48270 F11A17.17	Arabidopsis thaliana (Mouse-ear cress)	326		AT1G48270;
O04719	reviewed	P2C77_ARATH	Protein phosphatase 2C 77 (AtPP2C77) (EC 3.1.3.16) (Protein ABSCISIC ACID-INSENSITIVE 2) (Protein phosphatase 2C ABI2) (PP2C ABI2)	ABI2 PP2C77 At5g57050 MHM17.19	Arabidopsis thaliana (Mouse-ear cress)	423	PP2C77	AT5G57050;
O22850	reviewed	GPX3_ARATH	Probable glutathione peroxidase 3, mitochondrial (EC 1.11.1.9)	GPX3 At2g43350 T1O24.9	Arabidopsis thaliana (Mouse-ear cress)	206		AT2G43350;
O23523	reviewed	RGGA_ARATH	RGG repeats nuclear RNA binding protein A (AtRGGA)	RGGA At4g16830 dl4440w FCAALL.13	Arabidopsis thaliana (Mouse-ear cress)	355		AT4G16830;
O24456	reviewed	GBLPA_ARATH	Small ribosomal subunit protein RACK1z (Guanine nucleotide-binding protein subunit beta-like protein A) (Receptor for activated C kinase 1A) (WD-40 repeat auxin-dependent protein ARCA)	RACK1A ARCA At1g18080 T10F20.9 T10O22.6	Arabidopsis thaliana (Mouse-ear cress)	327	ARCA	AT1G18080;
O24646	reviewed	HY5_ARATH	Transcription factor HY5 (Protein LONG HYPOCOTYL 5) (bZIP transcription factor 56) (AtbZIP56)	HY5 BZIP56 At5g11260 F2I11_150	Arabidopsis thaliana (Mouse-ear cress)	168	BZIP56	AT5G11260;
O48538	reviewed	RBOHF_ARATH	Respiratory burst oxidase homolog protein F (EC 1.11.1.-) (EC 1.6.3.-) (Cytochrome b245 beta chain homolog RbohAp108) (NADPH oxidase RBOHF) (AtRBOHF)	RBOHF RBOHAP108 At1g64060 F22C12.18	Arabidopsis thaliana (Mouse-ear cress)	944	RBOHAP108	AT1G64060;
O49686	reviewed	PYR1_ARATH	Abscisic acid receptor PYR1 (ABI1-binding protein 6) (Protein PYRABACTIN RESISTANCE 1) (Regulatory components of ABA receptor 11)	PYR1 ABIP6 RCAR11 At4g17870 T6K21.50	Arabidopsis thaliana (Mouse-ear cress)	191	ABIP6 RCAR11	AT4G17870;
O64816	reviewed	CSK2P_ARATH	Casein kinase II subunit alpha-4, chloroplastic (CK2-alpha4) (EC 2.7.11.1) (Plastid-targeted casein kinase 2 alpha) (cpCK2alpha)	CKA4 At2g23070 F21P24.13	Arabidopsis thaliana (Mouse-ear cress)	432		AT2G23070;
O65272	reviewed	KEA2_ARATH	K(+) efflux antiporter 2, chloroplastic (AtKEA2)	KEA2 At4g00630 F6N23.14 F6N23.15	Arabidopsis thaliana (Mouse-ear cress)	1174		AT4G00630;
O80396	reviewed	M2K3_ARATH	Mitogen-activated protein kinase kinase 3 (AtMKK3) (MAP kinase kinase 3) (EC 2.7.12.2)	MKK3 At5g40440 MPO12.19 MPO12_150	Arabidopsis thaliana (Mouse-ear cress)	520		AT5G40440;
O80871	reviewed	P2C25_ARATH	Probable protein phosphatase 2C 25 (AtPP2C25) (EC 3.1.3.16) (Protein phosphatase AP2C1)	At2g30020 F23F1.6	Arabidopsis thaliana (Mouse-ear cress)	396		AT2G30020;
O80888	reviewed	M3K17_ARATH	Mitogen-activated protein kinase kinase kinase 17 (EC 2.7.11.25)	MAPKKK17 At2g32510 T26B15.7	Arabidopsis thaliana (Mouse-ear cress)	372		AT2G32510;
O80920	reviewed	PYL4_ARATH	Abscisic acid receptor PYL4 (ABI1-binding protein 2) (PYR1-like protein 4) (Regulatory components of ABA receptor 10)	PYL4 ABIP2 RCAR10 At2g38310 T19C21.20	Arabidopsis thaliana (Mouse-ear cress)	207	ABIP2 RCAR10	AT2G38310;
O80992	reviewed	PYL2_ARATH	Abscisic acid receptor PYL2 (PYR1-like protein 2) (Regulatory components of ABA receptor 14)	PYL2 RCAR14 At2g26040 T19L18.15	Arabidopsis thaliana (Mouse-ear cress)	190	RCAR14	AT2G26040;
O81445	reviewed	CNBL1_ARATH	Calcineurin B-like protein 1 (SOS3-like calcium-binding protein 5)	CBL1 SCABP5 At4g17615 dl4845w FCAALL.122	Arabidopsis thaliana (Mouse-ear cress)	213	SCABP5	AT4G17615;
P0C5E2	reviewed	LRL12_ARATH	LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 1.2 (EC 2.7.11.1) (Probable receptor-like serine/threonine-protein kinase LRK10L-1.2)	LRK10L-1.2 LRK10L1 At1g18390 F15H18.11 F15H18.25	Arabidopsis thaliana (Mouse-ear cress)	651	LRK10L1	AT1G18390;
P15455	reviewed	CRU1_ARATH	12S seed storage protein CRA1 (Cruciferin 1) (AtCRU1) (Cruciferin A1) (Legumin-type globulin storage protein CRA1) [Cleaved into: 12S seed storage protein CRA1 alpha chain (12S seed storage protein CRA1 acidic chain); 12S seed storage protein CRA1 beta chain (12S seed storage protein CRA1 basic chain)]	CRA1 CRU1 CRU4 At5g44120 MLN1.4	Arabidopsis thaliana (Mouse-ear cress)	472	CRU1 CRU4	AT5G44120;
P15456	reviewed	CRU2_ARATH	12S seed storage protein CRB (Cruciferin 2) (AtCRU2) (Cruciferin B) (Legumin-type globulin storage protein CRU2) [Cleaved into: 12S seed storage protein CRB alpha chain (12S seed storage protein CRB acidic chain); 12S seed storage protein CRB beta chain (12S seed storage protein CRB basic chain)]	CRB CRU2 CRU3 At1g03880 F21M11.19	Arabidopsis thaliana (Mouse-ear cress)	455	CRU2 CRU3	AT1G03880;
P18064	reviewed	GPA1_ARATH	Guanine nucleotide-binding protein alpha-1 subunit (GP-alpha-1)	GPA1 At2g26300 T1D16.6	Arabidopsis thaliana (Mouse-ear cress)	383		AT2G26300;
P37702	reviewed	BGL38_ARATH	Myrosinase 1 (EC 3.2.1.147) (Beta-glucosidase 38) (AtBGLU38) (EC 3.2.1.21) (Sinigrinase 1) (Thioglucosidase 1)	TGG1 BGLU38 At5g26000 T1N24.7	Arabidopsis thaliana (Mouse-ear cress)	541	BGLU38	AT5G26000;
P42698	reviewed	DR111_ARATH	DNA-damage-repair/toleration protein 111 (Protein SPLICING FACTOR FOR PHYTOCHROME SIGNALING) (REQUIRED FOR SNC4-1D protein 2)	DRT111 RSN2 SFPS At1g30480 F26G16.10	Arabidopsis thaliana (Mouse-ear cress)	387	RSN2 SFPS	AT1G30480;
P46667	reviewed	ATHB5_ARATH	Homeobox-leucine zipper protein ATHB-5 (HD-ZIP protein ATHB-5) (Homeodomain transcription factor ATHB-5)	ATHB-5 At5g65310 MNA5.4	Arabidopsis thaliana (Mouse-ear cress)	312		AT5G65310;
P46668	reviewed	ATHB6_ARATH	Homeobox-leucine zipper protein ATHB-6 (HD-ZIP protein ATHB-6) (Homeodomain transcription factor ATHB-6)	ATHB-6 At2g22430 F14M13.17	Arabidopsis thaliana (Mouse-ear cress)	311		AT2G22430;
P48485	reviewed	PP15_ARATH	Serine/threonine-protein phosphatase PP1 isozyme 5 (EC 3.1.3.16) (Type one protein phosphatase 5)	TOPP5 At3g46820 T6H20.150	Arabidopsis thaliana (Mouse-ear cress)	312		AT3G46820;
P49177	reviewed	GBB_ARATH	Guanine nucleotide-binding protein subunit beta (AGB1) (transducin)	GB1 At4g34460 T4L20.40	Arabidopsis thaliana (Mouse-ear cress)	377		AT4G34460;
P49597	reviewed	P2C56_ARATH	Protein phosphatase 2C 56 (AtPP2C56) (EC 3.1.3.16) (Protein ABSCISIC ACID-INSENSITIVE 1) (Protein phosphatase 2C ABI1) (PP2C ABI1)	ABI1 At4g26080 F20B18.190	Arabidopsis thaliana (Mouse-ear cress)	434		AT4G26080;
P49598	reviewed	P2C37_ARATH	Protein phosphatase 2C 37 (AtPP2C37) (EC 3.1.3.16) (Protein ABA-HYPERSENSITIVE GERMINATION 3) (Protein phosphatase 2C A) (PP2CA)	PP2CA AHG3 At3g11410 F24K9.8	Arabidopsis thaliana (Mouse-ear cress)	399	AHG3	AT3G11410;
P92937	reviewed	CIPKF_ARATH	CBL-interacting serine/threonine-protein kinase 15 (EC 2.7.11.1) (SNF1-related kinase 3.1) (SOS-interacting protein 2) (SOS2-like protein kinase PKS3) (Serine/threonine-protein kinase ATPK10)	CIPK15 ATPK10 PKS3 SIP2 SnRK3.1 At5g01810 T20L15_80	Arabidopsis thaliana (Mouse-ear cress)	421	ATPK10 PKS3 SIP2 SnRK3.1	AT5G01810;
P93751	reviewed	ZFP8_ARATH	Zinc finger protein 8	ZFP8 At2g41940 T6D20.16	Arabidopsis thaliana (Mouse-ear cress)	257		AT2G41940;
P93831	reviewed	CLF_ARATH	Histone-lysine N-methyltransferase CLF (EC 2.1.1.-) (Polycomb group protein CURLY LEAF) (Protein INCURVATA 1) (Protein SET DOMAIN GROUP 1) (Protein photoperiod insensitive flowering)	CLF ICU1 PIF1 PIF2 SDG1 SET1 At2g23380 F26B6.3	Arabidopsis thaliana (Mouse-ear cress)	902	ICU1 PIF1 PIF2 SDG1 SET1	AT2G23380;
Q01593	reviewed	ABI3_ARATH	B3 domain-containing transcription factor ABI3 (Protein ABSCISIC ACID-INSENSITIVE 3)	ABI3 At3g24650 MSD24.2	Arabidopsis thaliana (Mouse-ear cress)	720		AT3G24650;
Q07098	reviewed	PP2A2_ARATH	Serine/threonine-protein phosphatase PP2A-2 catalytic subunit (EC 3.1.3.16) (Protein phosphatase 2A isoform 2)	PP2A2 PP2A1 At1g10430 T10O24.4	Arabidopsis thaliana (Mouse-ear cress)	306	PP2A1	AT1G10430;
Q1ECF1	reviewed	PYL7_ARATH	Abscisic acid receptor PYL7 (ABI1-binding protein 7) (PYR1-like protein 7) (Regulatory components of ABA receptor 2)	PYL7 ABIP7 RCAR2 At4g01026 F3I3	Arabidopsis thaliana (Mouse-ear cress)	211	ABIP7 RCAR2	AT4G01026;
Q24JK1	reviewed	MYB96_ARATH	Transcription factor MYB96 (Myb-related protein 96) (AtMYB96)	MYB96 MYBCOV1 At5g62470 K19B1.8	Arabidopsis thaliana (Mouse-ear cress)	352	MYBCOV1	AT5G62470;
Q2V3L3	reviewed	YY1_ARATH	Zinc finger transcription factor YY1 (Protein YIN YANG 1) (AtYY1)	YY1 At4g06634 F8H12	Arabidopsis thaliana (Mouse-ear cress)	387		AT4G06634;
Q38845	reviewed	2AAA_ARATH	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform (AtA alpha) (PP2A, subunit A, alpha isoform) (PR-65 A) (Protein ROOTS CURL IN NAPHTHYLPHTHALAMIC ACID 1) (Protein enhancer of ethylene-response 1)	PP2AA1 EER1 RCN1 REGA At1g25490 F2J7.19	Arabidopsis thaliana (Mouse-ear cress)	588	EER1 RCN1 REGA	AT1G25490;
Q38872	reviewed	CDPK6_ARATH	Calcium-dependent protein kinase 6 (EC 2.7.11.1) (Calcium-dependent protein kinase isoform CDPK3) (AtCDPK3) (Calmodulin-domain protein kinase CDPK isoform 6)	CPK6 CDPK3 At2g17290 F5J6.13	Arabidopsis thaliana (Mouse-ear cress)	544	CDPK3	AT2G17290;
Q38882	reviewed	PLDA1_ARATH	Phospholipase D alpha 1 (AtPLDalpha1) (PLD alpha 1) (EC 3.1.4.4) (Choline phosphatase 1) (PLDalpha) (Phosphatidylcholine-hydrolyzing phospholipase D 1)	PLDALPHA1 PLD1 At3g15730 MSJ11.13	Arabidopsis thaliana (Mouse-ear cress)	810	PLD1	AT3G15730;
Q38902	reviewed	RAC1_ARATH	Rac-like GTP-binding protein ARAC1 (GTPase protein ROP3)	ARAC1 ATGP2 ROP3 At2g17800 T17A5.14	Arabidopsis thaliana (Mouse-ear cress)	197	ATGP2 ROP3	AT2G17800;
Q38997	reviewed	KIN10_ARATH	SNF1-related protein kinase catalytic subunit alpha KIN10 (AKIN10) (EC 2.7.11.1) (AKIN alpha-2) (AKINalpha2) (SNF1-related kinase 1.1) (SnRK1.1)	KIN10 AK21 AKIN10 SKIN10 SNR2 SNRK1.1 At3g01090 T4P13.22	Arabidopsis thaliana (Mouse-ear cress)	512	AK21 AKIN10 SKIN10 SNR2 SNRK1.1	AT3G01090;
Q39023	reviewed	MPK3_ARATH	Mitogen-activated protein kinase 3 (AtMPK3) (MAP kinase 3) (EC 2.7.11.24)	MPK3 At3g45640 F9K21.220 T6D9.4	Arabidopsis thaliana (Mouse-ear cress)	370		AT3G45640;
Q39026	reviewed	MPK6_ARATH	Mitogen-activated protein kinase 6 (AtMPK6) (MAP kinase 6) (EC 2.7.11.24)	MPK6 At2g43790 F18O19.10	Arabidopsis thaliana (Mouse-ear cress)	395		AT2G43790;
Q39032	reviewed	PLCD1_ARATH	Phosphoinositide phospholipase C 1 (EC 3.1.4.11) (Phosphoinositide phospholipase PLC1) (AtPLC1) (AtPLC1S) (PI-PLC1)	PLC1 ATHATPLC1G At5g58670 MZN1.12	Arabidopsis thaliana (Mouse-ear cress)	561	ATHATPLC1G	AT5G58670;
Q39041	reviewed	INVA4_ARATH	Acid beta-fructofuranosidase 4, vacuolar (At beta fruct4) (AtBETAFRUCT4) (EC 3.2.1.26) (Acid invertase 4) (AI 4) (Acid sucrose hydrolase 4) (Vacuolar invertase 4) (Inv-V4) (VAC-INV 4) (VI 4)	BFRUCT4 BETAFRUCT4 At1g12240 T28K15.3	Arabidopsis thaliana (Mouse-ear cress)	664	BETAFRUCT4	AT1G12240;
Q39086	reviewed	SD17_ARATH	Receptor-like serine/threonine-protein kinase SD1-7 (EC 2.7.11.1) (Arabidopsis thaliana receptor kinase 1) (S-domain-1 (SD1) receptor kinase 7) (SD1-7)	SD17 ARK1 At1g65790 F1E22.15	Arabidopsis thaliana (Mouse-ear cress)	843	ARK1	AT1G65790;
Q39192	reviewed	SRK2D_ARATH	Serine/threonine-protein kinase SRK2D (EC 2.7.11.1) (OST1-kinase-like 3) (Protein ATHPROKIN A) (SNF1-related kinase 2.2) (SnRK2.2)	SRK2D OSKL3 SNRK2.2 SPK2 At3g50500 T20E23.100	Arabidopsis thaliana (Mouse-ear cress)	362	OSKL3 SNRK2.2 SPK2	AT3G50500;
Q39193	reviewed	SRK2I_ARATH	Serine/threonine-protein kinase SRK2I (EC 2.7.11.1) (OST1-kinase-like 2) (Protein ATHPROKIN B) (SNF1-related kinase 2.3) (SnRK2.3)	SRK2I 41K OSKL2 SNRK2.3 At5g66880 MUD21.14	Arabidopsis thaliana (Mouse-ear cress)	361	41K OSKL2 SNRK2.3	AT5G66880;
Q39204	reviewed	MYC2_ARATH	Transcription factor MYC2 (AtMYC2) (Basic helix-loop-helix protein 6) (AtbHLH6) (bHLH 6) (Protein JASMONATE INSENSITIVE 1) (R-homologous Arabidopsis protein 1) (RAP-1) (Transcription factor EN 38) (Z-box binding factor 1 protein) (bHLH transcription factor bHLH006) (rd22BP1)	MYC2 BHLH6 EN38 JAI1 JIN1 RAP1 RD22BP1 ZBF1 At1g32640 F6N18.4	Arabidopsis thaliana (Mouse-ear cress)	623	BHLH6 EN38 JAI1 JIN1 RAP1 RD22BP1 ZBF1	AT1G32640;
Q39265	reviewed	ZFP6_ARATH	Zinc finger protein 6	ZFP6 ZEP6 At1g67030 F1O19.8 F1O19_5	Arabidopsis thaliana (Mouse-ear cress)	197	ZEP6	AT1G67030;
Q3S4A7	reviewed	AHK5_ARATH	Histidine kinase 5 (EC 2.7.13.3) (Arabidopsis histidine kinase 5) (AtHK5) (Protein AUTHENTIC HIS-KINASE 5) (Protein CYTOKININ-INDEPENDENT 2)	AHK5 CKI2 At5g10720 MAJ23.80	Arabidopsis thaliana (Mouse-ear cress)	922	CKI2	AT5G10720;
Q42396	reviewed	CDPKC_ARATH	Calcium-dependent protein kinase 12 (EC 2.7.11.1) (Calcium-dependent protein kinase isoform CDPK9) (AtCDPK9)	CPK12 CDPK9 At5g23580 MQM1.15	Arabidopsis thaliana (Mouse-ear cress)	490	CDPK9	AT5G23580;
Q42479	reviewed	CDPK3_ARATH	Calcium-dependent protein kinase 3 (EC 2.7.11.1) (Calcium-dependent protein kinase isoform CDPK6) (AtCDPK6)	CPK3 CDPK6 At4g23650 F9D16.120	Arabidopsis thaliana (Mouse-ear cress)	529	CDPK6	AT4G23650;
Q42546	reviewed	DPNP1_ARATH	3'(2'),5'-bisphosphate nucleotidase 1 (EC 3.1.3.7) (3'(2'),5'-bisphosphonucleoside 3'(2')-phosphohydrolase 1) (3'-phosphoadenosine-5'-phosphate phosphatase 1) (PAP phosphatase 1) (PAPase 1) (DPNPase 1) (Inositol polyphosphate 1-phosphatase 1) (IPPase 1) (Inositol-1,4-bisphosphate 1-phosphatase 1) (EC 3.1.3.57) (Phosphatase SAL1) (Protein FIERY 1)	SAL1 FRY1 At5g63980 MBM17.8	Arabidopsis thaliana (Mouse-ear cress)	353	FRY1	AT5G63980;
Q43348	reviewed	INVA3_ARATH	Acid beta-fructofuranosidase 3, vacuolar (At beta fruct3) (AtBETAFRUCT3) (EC 3.2.1.26) (Acid invertase 3) (AI 3) (Acid sucrose hydrolase 3) (Vacuolar invertase 3) (Inv-V3) (VAC-INV 3) (VI 3)	BFRUCT3 BETAFRUCT3 At1g62660 F23N19.3 T3P18.21	Arabidopsis thaliana (Mouse-ear cress)	648	BETAFRUCT3	AT1G62660;
Q5BPS3	reviewed	DOR_ARATH	F-box protein DOR (Protein DROUGHT TOLERANCE REPRESSOR)	DOR At2g31470 T28P16.4	Arabidopsis thaliana (Mouse-ear cress)	387		AT2G31470;
Q5YDB6	reviewed	CPL1_ARATH	RNA polymerase II C-terminal domain phosphatase-like 1 (FCP-like 1) (EC 3.1.3.16) (Carboxyl-terminal phosphatase-like 1) (AtCPL1) (CTD phosphatase-like 1) (Protein FIERY 2) (Protein JASMONATE OVEREXPRESSING 1) (Protein SHINY 4)	CPL1 FRY2 JOE1 SHI4 At4g21670 F17L22.130	Arabidopsis thaliana (Mouse-ear cress)	967	FRY2 JOE1 SHI4	AT4G21670;
Q66GN2	reviewed	LRK64_ARATH	Lectin-domain containing receptor kinase VI.4 (LecRK-VI.4) (EC 2.7.11.1) (Lectin receptor kinase A4.3)	LECRK64 LECRKA4.3 At5g01560 F7A7.80	Arabidopsis thaliana (Mouse-ear cress)	691	LECRKA4.3	AT5G01560;
Q6DBD7	reviewed	TOD1_ARATH	Alkaline ceramidase TOD1 (EC 3.5.1.23) (Protein TURGOR REGULATION DEFECT 1)	TOD1 At5g46220 MDE13.4	Arabidopsis thaliana (Mouse-ear cress)	462		AT5G46220;
Q6IDA6	reviewed	LOT1_ARATH	Protein LOWER TEMPERATURE 1	LOT1 At5g63460 MLE2.9	Arabidopsis thaliana (Mouse-ear cress)	162		AT5G63460;
Q6NLQ6	reviewed	CDPKW_ARATH	Calcium-dependent protein kinase 32 (EC 2.7.11.1)	CPK32 At3g57530 T8H10.130	Arabidopsis thaliana (Mouse-ear cress)	538		AT3G57530;
Q75QN6	reviewed	DPHS1_ARATH	Dual specificity protein phosphatase PHS1 (EC 3.1.3.16) (EC 3.1.3.48) (Protein PROPYZAMIDE-HYPERSENSITIVE 1)	PHS1 At5g23720 MQM1.1	Arabidopsis thaliana (Mouse-ear cress)	929		AT5G23720;
Q7GB25	reviewed	AB5C_ARATH	ABC transporter C family member 5 (ABC transporter ABCC.5) (AtABCC5) (EC 7.6.2.2) (ATP-energized glutathione S-conjugate pump 5) (Glutathione S-conjugate-transporting ATPase 5) (Multidrug resistance-associated protein 5)	ABCC5 MRP5 At1g04120 F20D22.11	Arabidopsis thaliana (Mouse-ear cress)	1514	MRP5	AT1G04120;
Q7PC88	reviewed	AB31G_ARATH	ABC transporter G family member 31 (ABC transporter ABCG.31) (AtABCG31) (Pleiotropic drug resistance protein 3) (AtPDR3)	ABCG31 PDR3 At2g29940 F23F1.14	Arabidopsis thaliana (Mouse-ear cress)	1426	PDR3	AT2G29940;
Q84JU4	reviewed	IBR5_ARATH	Protein-tyrosine-phosphatase IBR5 (EC 3.1.3.48) (Protein INDOLE-3-BUTYRIC ACID RESPONSE 5) (Protein IBA RESPONSE 5) (SKP1-interacting partner 33)	IBR5 SKIP33 At2g04550 T1O3.4	Arabidopsis thaliana (Mouse-ear cress)	257	SKIP33	AT2G04550;
Q84MA2	reviewed	IP5P1_ARATH	Type I inositol polyphosphate 5-phosphatase 1 (At5PTase1) (EC 3.1.3.56)	IP5P1 5P1 At1g34120 F12G12.6	Arabidopsis thaliana (Mouse-ear cress)	590	5P1	AT1G34120;
Q84MC7	reviewed	PYL9_ARATH	Abscisic acid receptor PYL9 (ABI1-binding protein 4) (PYR1-like protein 9) (Regulatory components of ABA receptor 1)	PYL9 RCAR1 At1g01360 F6F3.16	Arabidopsis thaliana (Mouse-ear cress)	187	RCAR1	AT1G01360;
Q84TH5	reviewed	AB25G_ARATH	ABC transporter G family member 25 (ABC transporter ABCG.25) (AtABCG25) (White-brown complex homolog protein 26) (AtWBC26)	ABCG25 WBC26 At1g71960 F17M19.11	Arabidopsis thaliana (Mouse-ear cress)	662	WBC26	AT1G71960;
Q84VW5	reviewed	MED32_ARATH	Mediator of RNA polymerase II transcription subunit 32 (Mediator of RNA polymerase II transcription subunit 2)	MED32 MED2 MED29 MED2_1 At1g11760 F25C20.9	Arabidopsis thaliana (Mouse-ear cress)	151	MED2 MED29 MED2_1	AT1G11760;
Q84W66	reviewed	NFYB6_ARATH	Nuclear transcription factor Y subunit B-6 (AtNF-YB-6) (AtNF-YB6) (Protein LEAFY COTYLEDON 1-LIKE)	NFYB6 L1L At5g47670 MNJ7.26	Arabidopsis thaliana (Mouse-ear cress)	234	L1L	AT5G47670;
Q8GZ52	reviewed	AB30G_ARATH	ABC transporter G family member 30 (ABC transporter ABCG.30) (AtABCG30) (Pleiotropic drug resistance protein 2) (AtPDR2)	ABCG30 PDR2 At4g15230/At4g15220 dl3660w/dl3655w FCAALL.241	Arabidopsis thaliana (Mouse-ear cress)	1400	PDR2	AT4G15230;
Q8H0V5	reviewed	OCP3_ARATH	Protein OVEREXPRESSOR OF CATIONIC PEROXIDASE 3	OCP3 At5g11270 F2I11.160	Arabidopsis thaliana (Mouse-ear cress)	354		AT5G11270;
Q8H1H9	reviewed	CAOG1_ARATH	Amine oxidase [copper-containing] gamma 1 (AtCuAO1) (AtCuAOgamma1) (Copper amine oxidase 1) (EC 1.4.3.21) (Primary amine oxidase 1)	CuAOgamma1 CuAO1 At1g62810 F23N19.18	Arabidopsis thaliana (Mouse-ear cress)	712	CuAO1	AT1G62810;
