Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (synonym)	TAIR
Q9SYN1	reviewed	PEN6_ARATH	Seco-amyrin synthase (EC 5.4.99.52) (EC 5.4.99.54) (Alpha-seco-amyrin synthase) (Beta-seco-amyrin synthase) (Pentacyclic triterpene synthase 6) (AtPEN6)	PEN6 At1g78500 T30F21.16	Arabidopsis thaliana (Mouse-ear cress)	767		AT1G78500;
B6EXY6	reviewed	LUP4_ARATH	Beta-amyrin synthase (AtBAS) (EC 5.4.99.39) (Lupeol synthase 4) (AtLUP4)	BAS LUP4 At1g78950 YUP8H12R.44	Arabidopsis thaliana (Mouse-ear cress)	759	LUP4	AT1G78950;
O23390	reviewed	BARS1_ARATH	Baruol synthase (AtBARS1) (EC 5.4.99.57) (Pentacyclic triterpene synthase 2) (AtPEN2)	BARS1 PEN2 At4g15370 dl3730c FCAALL.279	Arabidopsis thaliana (Mouse-ear cress)	759	PEN2	AT4G15370;
O82246	reviewed	Y2778_ARATH	REF/SRPP-like protein At2g47780	At2g47780 F17A22.17	Arabidopsis thaliana (Mouse-ear cress)	235		AT2G47780;
P0C8Y0	reviewed	LUP3_ARATH	Camelliol C synthase (EC 5.4.99.38) (Lupeol synthase 3) (AtLUP3)	CAMS1 LUP3 At1g78955 YUP8H12R.44	Arabidopsis thaliana (Mouse-ear cress)	769	LUP3	AT1G78955;
Q42431	reviewed	OLEO4_ARATH	Oleosin 20.3 kDa (Oleosin type 4)	OL2 At3g27660 MGF10.7	Arabidopsis thaliana (Mouse-ear cress)	191		AT3G27660;
Q43284	reviewed	OLEO3_ARATH	Oleosin 14.9 kDa	OL3 At5g51210 MWD22.16	Arabidopsis thaliana (Mouse-ear cress)	141		AT5G51210;
Q9FJV8	reviewed	PEN5_ARATH	Marneral synthase (AtMRN1) (EC 5.4.99.53) (Pentacyclic triterpene synthase 5) (AtPEN5)	MRN1 PEN5 At5g42600 MFO20.1	Arabidopsis thaliana (Mouse-ear cress)	761	PEN5	AT5G42600;
Q9FYF7	reviewed	Y1736_ARATH	REF/SRPP-like protein At1g67360	At1g67360 F1N21.18	Arabidopsis thaliana (Mouse-ear cress)	240		AT1G67360;
Q9LVY2	reviewed	PEN3_ARATH	Tirucalladienol synthase (EC 5.4.99.56) (Pentacyclic triterpene synthase 3) (AtPEN3)	PEN3 At5g36150 MAB16.10	Arabidopsis thaliana (Mouse-ear cress)	760		AT5G36150;
Q9M0N1	reviewed	PUX10_ARATH	Plant UBX domain-containing protein 10 (PUX10)	PUX10 At4g10790 T12H20.9	Arabidopsis thaliana (Mouse-ear cress)	480		AT4G10790;
Q9MA63	reviewed	Y3550_ARATH	REF/SRPP-like protein At3g05500	At3g05500 F22F7.5	Arabidopsis thaliana (Mouse-ear cress)	246		AT3G05500;
Q9ZVY7	reviewed	OBP1A_ARATH	Oil body-associated protein 1A	OBAP1A At1g05510 T25N20.16	Arabidopsis thaliana (Mouse-ear cress)	241		AT1G05510;
A0A178U6L8	unreviewed	A0A178U6L8_ARATH	Oleosin	AXX17_At5g07260 AN1_LOCUS21577 C24_LOCUS21471	Arabidopsis thaliana (Mouse-ear cress)	106		
A0A178UA73	unreviewed	A0A178UA73_ARATH	(thale cress) hypothetical protein (OLEO2)	AXX17_At5g38150 AN1_LOCUS24214 AT9943_LOCUS20920 C24_LOCUS24037	Arabidopsis thaliana (Mouse-ear cress)	199		
A0A178UC12	unreviewed	A0A178UC12_ARATH	Oleosin	AXX17_At5g07240	Arabidopsis thaliana (Mouse-ear cress)	232		
A0A178UEU9	unreviewed	A0A178UEU9_ARATH	Oleosin	At5g07571 AXX17_At5g07290 AN1_LOCUS21580 C24_LOCUS21474	Arabidopsis thaliana (Mouse-ear cress)	129		
A0A178UG17	unreviewed	A0A178UG17_ARATH	Oleosin	At5g56100 AXX17_At5g55270 C24_LOCUS25718	Arabidopsis thaliana (Mouse-ear cress)	150		
A0A178UIH4	unreviewed	A0A178UIH4_ARATH	Oleosin	AXX17_At5g07220	Arabidopsis thaliana (Mouse-ear cress)	446		
A0A178UJG1	unreviewed	A0A178UJG1_ARATH	Oleosin	AXX17_At5g61110	Arabidopsis thaliana (Mouse-ear cress)	231		
A0A178UNX0	unreviewed	A0A178UNX0_ARATH	Pollen coat oleosin-glycine rich protein	AXX17_At5g07330	Arabidopsis thaliana (Mouse-ear cress)	241		
A0A178V1V3	unreviewed	A0A178V1V3_ARATH	Oleosin	AXX17_At4g29040 AN1_LOCUS19257 AT9943_LOCUS16608	Arabidopsis thaliana (Mouse-ear cress)	173		
A0A178V6F1	unreviewed	A0A178V6F1_ARATH	Oleosin	AXX17_At3g30190 AN1_LOCUS14272 C24_LOCUS14111	Arabidopsis thaliana (Mouse-ear cress)	191		
A0A178V7U7	unreviewed	A0A178V7U7_ARATH	Oleosin	AXX17_At3g30190 AT9943_LOCUS12222	Arabidopsis thaliana (Mouse-ear cress)	142		
A0A178VDK3	unreviewed	A0A178VDK3_ARATH	Oleosin	AXX17_At3g00700 AN1_LOCUS11420 AT9943_LOCUS9822 C24_LOCUS11259	Arabidopsis thaliana (Mouse-ear cress)	183		
A0A178VRV6	unreviewed	A0A178VRV6_ARATH	Oleosin	At2g25890 AXX17_At2g21730 C24_LOCUS8832	Arabidopsis thaliana (Mouse-ear cress)	149		
A0A178W656	unreviewed	A0A178W656_ARATH	Terpene cyclase/mutase family member (EC 5.4.99.-)	AXX17_At1g60790	Arabidopsis thaliana (Mouse-ear cress)	763		
A0A178WKN4	unreviewed	A0A178WKN4_ARATH	Terpene cyclase/mutase family member (EC 5.4.99.-)	CAMS1 camelliol C synthase 1 At1g78955	Arabidopsis thaliana (Mouse-ear cress)	704	camelliol C synthase 1	AT1G78955;
A0A1I9LTE4	unreviewed	A0A1I9LTE4_ARATH	Terpene cyclase/mutase family member (EC 5.4.99.-)	LAS1 lanosterol synthase 1 At3g45130	Arabidopsis thaliana (Mouse-ear cress)	764	lanosterol synthase 1	AT3G45130;
A0A1P8ARV5	unreviewed	A0A1P8ARV5_ARATH	Terpene cyclase/mutase family member (EC 5.4.99.-)	CAMS1 camelliol C synthase 1 At1g78955	Arabidopsis thaliana (Mouse-ear cress)	663	camelliol C synthase 1	AT1G78955;
A0A1P8ARV6	unreviewed	A0A1P8ARV6_ARATH	Terpene cyclase/mutase family member (EC 5.4.99.-)	CAMS1 camelliol C synthase 1 At1g78955	Arabidopsis thaliana (Mouse-ear cress)	609	camelliol C synthase 1	AT1G78955;
A0A1P8AVI0	unreviewed	A0A1P8AVI0_ARATH	Terpene cyclase/mutase family member (EC 5.4.99.-)	LUP2 ATLUP2 lupeol synthase 2 YUP8H12R.43 YUP8H12R_43 At1g78960	Arabidopsis thaliana (Mouse-ear cress)	738	ATLUP2 lupeol synthase 2 YUP8H12R.43 YUP8H12R_43	AT1G78960;
A0A1P8AVK7	unreviewed	A0A1P8AVK7_ARATH	Terpene cyclase/mutase family member (EC 5.4.99.-)	LUP2 ATLUP2 lupeol synthase 2 YUP8H12R.43 YUP8H12R_43 At1g78960	Arabidopsis thaliana (Mouse-ear cress)	612	ATLUP2 lupeol synthase 2 YUP8H12R.43 YUP8H12R_43	AT1G78960;
A0A1P8AW29	unreviewed	A0A1P8AW29_ARATH	Terpene cyclase/mutase family member (EC 5.4.99.-)	LUP5 At1g66960 F1O19.4 F1O19_4	Arabidopsis thaliana (Mouse-ear cress)	772		AT1G66960;
A0A1P8AWZ1	unreviewed	A0A1P8AWZ1_ARATH	Terpene cyclase/mutase family member (EC 5.4.99.-)	BAS AtBAS AtLUP4 beta-amyrin synthase YUP8H12R.44 YUP8H12R_44 At1g78950	Arabidopsis thaliana (Mouse-ear cress)	768	AtBAS AtLUP4 beta-amyrin synthase YUP8H12R.44 YUP8H12R_44	AT1G78950;
A0A1P8B2H6	unreviewed	A0A1P8B2H6_ARATH	Terpene cyclase/mutase family member (EC 5.4.99.-)	CAS1 CYCLOARTENOL SYNTHASE 1 cycloartenol synthase 1 At2g07050 T4E14.16 T4E14_16	Arabidopsis thaliana (Mouse-ear cress)	668	CYCLOARTENOL SYNTHASE 1 cycloartenol synthase 1	AT2G07050;
A0A1P8B819	unreviewed	A0A1P8B819_ARATH	Terpene cyclase/mutase family member (EC 5.4.99.-)	BARS1 baruol synthase 1 DL3730C PEN2 At4g15370 FCAALL.279	Arabidopsis thaliana (Mouse-ear cress)	756	baruol synthase 1 DL3730C PEN2	AT4G15370;
A0A1P8B9H9	unreviewed	A0A1P8B9H9_ARATH	Glycine-rich protein 18	GRP18 ATGRP-8 ATGRP18 glycine-rich protein 18 At5g07520 T2I1.230 T2I1_230	Arabidopsis thaliana (Mouse-ear cress)	226	ATGRP-8 ATGRP18 glycine-rich protein 18	AT5G07520;
A0A1P8BDM8	unreviewed	A0A1P8BDM8_ARATH	Oleosin	GRP17 ATGRP-7 ATGRP17 glycine rich protein 17 At5g07530 T2I1.240 T2I1_240	Arabidopsis thaliana (Mouse-ear cress)	521	ATGRP-7 ATGRP17 glycine rich protein 17	AT5G07530;
A0A384KI27	unreviewed	A0A384KI27_ARATH	Oleosin	At3g18570 AXX17_At3g19730 C24_LOCUS13100	Arabidopsis thaliana (Mouse-ear cress)	166		
A0A384LN43	unreviewed	A0A384LN43_ARATH	Oleosin	AXX17_At5g50000 AN1_LOCUS25367 AT9943_LOCUS21872 C24_LOCUS25198	Arabidopsis thaliana (Mouse-ear cress)	141		
A0A5S9WQG5	unreviewed	A0A5S9WQG5_ARATH	Terpene cyclase/mutase family member (EC 5.4.99.-)	C24_LOCUS5595	Arabidopsis thaliana (Mouse-ear cress)	763		
A0A5S9XVN0	unreviewed	A0A5S9XVN0_ARATH	Oleosin	C24_LOCUS19157	Arabidopsis thaliana (Mouse-ear cress)	173		
A0A5S9Y283	unreviewed	A0A5S9Y283_ARATH	Oleosin	C24_LOCUS21468	Arabidopsis thaliana (Mouse-ear cress)	489		
A0A5S9Y2A1	unreviewed	A0A5S9Y2A1_ARATH	Pollen coat oleosin-glycine rich protein	C24_LOCUS21478	Arabidopsis thaliana (Mouse-ear cress)	234		
A0A5S9Y2K6	unreviewed	A0A5S9Y2K6_ARATH	Glycine-rich protein	C24_LOCUS21466	Arabidopsis thaliana (Mouse-ear cress)	235		
A0A5S9Y2Y7	unreviewed	A0A5S9Y2Y7_ARATH	Pollen coat oleosin-glycine rich protein	C24_LOCUS21467	Arabidopsis thaliana (Mouse-ear cress)	216		
A0A5S9Y4F8	unreviewed	A0A5S9Y4F8_ARATH	Oleosin	C24_LOCUS21470	Arabidopsis thaliana (Mouse-ear cress)	224		
A0A654EN48	unreviewed	A0A654EN48_ARATH	Terpene cyclase/mutase family member (EC 5.4.99.-)	AN1_LOCUS5705	Arabidopsis thaliana (Mouse-ear cress)	763		
A0A654F166	unreviewed	A0A654F166_ARATH	Oleosin	AN1_LOCUS8980	Arabidopsis thaliana (Mouse-ear cress)	149		
A0A654FZ52	unreviewed	A0A654FZ52_ARATH	Oleosin	AN1_LOCUS21574	Arabidopsis thaliana (Mouse-ear cress)	489		
A0A654FZ60	unreviewed	A0A654FZ60_ARATH	Pollen coat oleosin-glycine rich protein	At5g07600 AN1_LOCUS21584	Arabidopsis thaliana (Mouse-ear cress)	230		
A0A654FZ62	unreviewed	A0A654FZ62_ARATH	Pollen coat oleosin-glycine rich protein	At5g07520 AN1_LOCUS21573	Arabidopsis thaliana (Mouse-ear cress)	228		
A0A654FZB9	unreviewed	A0A654FZB9_ARATH	Glycine-rich protein	At5g07510 AN1_LOCUS21572	Arabidopsis thaliana (Mouse-ear cress)	193		
A0A654FZL6	unreviewed	A0A654FZL6_ARATH	Oleosin	AN1_LOCUS21576	Arabidopsis thaliana (Mouse-ear cress)	244		
A0A654GBM4	unreviewed	A0A654GBM4_ARATH	Oleosin	AN1_LOCUS25888	Arabidopsis thaliana (Mouse-ear cress)	150		
A0A654GD35	unreviewed	A0A654GD35_ARATH	Oleosin	AN1_LOCUS26470 C24_LOCUS26292	Arabidopsis thaliana (Mouse-ear cress)	245		
A0A7G2E0M3	unreviewed	A0A7G2E0M3_ARATH	Terpene cyclase/mutase family member (EC 5.4.99.-)	AT9943_LOCUS4815	Arabidopsis thaliana (Mouse-ear cress)	763		
A0A7G2E9V7	unreviewed	A0A7G2E9V7_ARATH	(thale cress) hypothetical protein	AT9943_LOCUS5836	Arabidopsis thaliana (Mouse-ear cress)	1230		
A0A7G2EDA7	unreviewed	A0A7G2EDA7_ARATH	Oleosin	AT9943_LOCUS7701	Arabidopsis thaliana (Mouse-ear cress)	149		
A0A7G2F5V9	unreviewed	A0A7G2F5V9_ARATH	Oleosin	AT9943_LOCUS18581	Arabidopsis thaliana (Mouse-ear cress)	86		
A0A7G2FP90	unreviewed	A0A7G2FP90_ARATH	(thale cress) hypothetical protein	AT9943_LOCUS22788	Arabidopsis thaliana (Mouse-ear cress)	388		
A0MFE5	unreviewed	A0MFE5_ARATH	Glycine-rich protein		Arabidopsis thaliana (Mouse-ear cress)	194		
A0MFE6	unreviewed	A0MFE6_ARATH	Pollen coat oleosin-glycine rich protein		Arabidopsis thaliana (Mouse-ear cress)	229		
A8MSB7	unreviewed	A8MSB7_ARATH	Oleosin	GRP19 ATGRP19 glycine-rich protein 19 At5g07550 T2I1.260 T2I1_260	Arabidopsis thaliana (Mouse-ear cress)	95	ATGRP19 glycine-rich protein 19	AT5G07550;
B3H6L6	unreviewed	B3H6L6_ARATH	Oleosin	GRP19 ATGRP19 glycine-rich protein 19 At5g07550 T2I1.260 T2I1_260	Arabidopsis thaliana (Mouse-ear cress)	71	ATGRP19 glycine-rich protein 19	AT5G07550;
F4I4P8	reviewed	PXGL_ARATH	Probable inactive peroxygenase-like protein	At1g23250 F26F24.9	Arabidopsis thaliana (Mouse-ear cress)	205		AT1G23250;
F4K3K4	unreviewed	F4K3K4_ARATH	Oleosin family protein	At5g61610 K11J9.14 K11J9_14	Arabidopsis thaliana (Mouse-ear cress)	294		AT5G61610;
F4K817	unreviewed	F4K817_ARATH	Glycine-rich protein 14	GRP14 ATGRP-4 ATGRP14 glycine-rich protein 14 GLYCINE-RICH PROTEIN 4 GRP-4 At5g07510 T2I1.220 T2I1_220	Arabidopsis thaliana (Mouse-ear cress)	181	ATGRP-4 ATGRP14 glycine-rich protein 14 GLYCINE-RICH PROTEIN 4 GRP-4	AT5G07510;
F4K823	unreviewed	F4K823_ARATH	Oleosin	GRP16 ATGRP-6 ATGRP16 glycine-rich protein 16 At5g07540 T2I1.250 T2I1_250	Arabidopsis thaliana (Mouse-ear cress)	190	ATGRP-6 ATGRP16 glycine-rich protein 16	AT5G07540;
O82308	unreviewed	O82308_ARATH	Oleosin	At2g25890 F17H15.8 F17H15_8	Arabidopsis thaliana (Mouse-ear cress)	174		AT2G25890;
Q1PDZ0	unreviewed	Q1PDZ0_ARATH	Glycine-rich protein	GRP14 ATGRP-4 ATGRP14 glycine-rich protein 14 GLYCINE-RICH PROTEIN 4 GRP-4 At5g07510 T2I1.220 T2I1_220	Arabidopsis thaliana (Mouse-ear cress)	193	ATGRP-4 ATGRP14 glycine-rich protein 14 GLYCINE-RICH PROTEIN 4 GRP-4	AT5G07510;
Q494N8	unreviewed	Q494N8_ARATH	Oleosin	At2g25890 F17H15.8 F17H15_8	Arabidopsis thaliana (Mouse-ear cress)	149		AT2G25890;
Q5HZ52	unreviewed	Q5HZ52_ARATH	Oleosin		Arabidopsis thaliana (Mouse-ear cress)	141		AT5G51210;
Q6IMG0	unreviewed	Q6IMG0_ARATH	GRP21	GRP21 At5g07565	Arabidopsis thaliana (Mouse-ear cress)	1193		AT5G07571;
Q84WN2	unreviewed	Q84WN2_ARATH	Oleosin	At2g25890	Arabidopsis thaliana (Mouse-ear cress)	167		
Q84WT0	unreviewed	Q84WT0_ARATH	Oleosin	At5g51210	Arabidopsis thaliana (Mouse-ear cress)	141		
Q94FP9	unreviewed	Q94FP9_ARATH	Oleosin		Arabidopsis thaliana (Mouse-ear cress)	543		AT5G07530;
Q94FQ0	unreviewed	Q94FQ0_ARATH	Oleosin		Arabidopsis thaliana (Mouse-ear cress)	543		AT5G07530;
Q94FQ4	unreviewed	Q94FQ4_ARATH	Oleosin		Arabidopsis thaliana (Mouse-ear cress)	543		AT5G07530;
Q94FQ6	unreviewed	Q94FQ6_ARATH	Oleosin		Arabidopsis thaliana (Mouse-ear cress)	106		
Q94FR0	unreviewed	Q94FR0_ARATH	Oleosin		Arabidopsis thaliana (Mouse-ear cress)	543		
Q9FFC9	unreviewed	Q9FFC9_ARATH	Voltage-dependent L-type calcium channel subunit	LDIP MQK4.30 MQK4_30 At5g16550	Arabidopsis thaliana (Mouse-ear cress)	249	MQK4.30 MQK4_30	AT5G16550;
Q9FKG0	unreviewed	Q9FKG0_ARATH	Oleosin		Arabidopsis thaliana (Mouse-ear cress)	219		
Q9FKT7	unreviewed	Q9FKT7_ARATH	Glycine-rich protein / oleosin	MDA7.16 MDA7_16 At5g56100 At5g56100/MDA7.16	Arabidopsis thaliana (Mouse-ear cress)	150	MDA7_16	AT5G56100;
Q9FLS1	unreviewed	Q9FLS1_ARATH	Oleosin family protein	MBK20.3 MBK20_3 At5g07600	Arabidopsis thaliana (Mouse-ear cress)	230	MBK20_3	AT5G07600;
Q9FZI2	reviewed	LUP5_ARATH	Lupeol synthase 5 (AtLUP5) (EC 5.4.99.-)	LUP5 At1g66960 F1O19.4	Arabidopsis thaliana (Mouse-ear cress)	763		AT1G66960;
Q9LS68	reviewed	PEN7_ARATH	Putative pentacyclic triterpene synthase 7 (AtPEN7) (EC 5.4.99.-)	PEN7 At3g29255 MXO21.12	Arabidopsis thaliana (Mouse-ear cress)	761		AT3G29255;
Q9LY07	unreviewed	Q9LY07_ARATH	Glycine-rich protein 20 (Glycine-rich protein GRP20) (Oleosin-like protein)	GRP20 ATGRP20 glycine-rich protein 20 At5g07560 T2I1.270 T2I1_270	Arabidopsis thaliana (Mouse-ear cress)	153	ATGRP20 glycine-rich protein 20	AT5G07560;
Q9LY10	unreviewed	Q9LY10_ARATH	Glycine-rich protein (Glycine-rich protein atGRP)	GRP18 ATGRP-8 ATGRP18 glycine-rich protein 18 At5g07520 T2I1.230 T2I1_230	Arabidopsis thaliana (Mouse-ear cress)	228	ATGRP-8 ATGRP18 glycine-rich protein 18	AT5G07520;
Q9LY11	unreviewed	Q9LY11_ARATH	Glycine-rich protein	GRP14 ATGRP-4 ATGRP14 glycine-rich protein 14 GLYCINE-RICH PROTEIN 4 GRP-4 At5g07510 T2I1.220 T2I1_220	Arabidopsis thaliana (Mouse-ear cress)	185	ATGRP-4 ATGRP14 glycine-rich protein 14 GLYCINE-RICH PROTEIN 4 GRP-4	AT5G07510;
Q9M9A1	unreviewed	Q9M9A1_ARATH	F27J15.22 (Oleosin family protein) (Putative oleosin)	At1g48990 At1g48990/F27J15_22 F27J15.22 F27J15_22	Arabidopsis thaliana (Mouse-ear cress)	169		AT1G48990;
Q9SS98	reviewed	OLEO5_ARATH	Oleosin 5	At3g01570 F4P13.12	Arabidopsis thaliana (Mouse-ear cress)	183		AT3G01570;
A0A178UEE2	unreviewed	A0A178UEE2_ARATH	Terpene cyclase/mutase family member (EC 5.4.99.-)	AXX17_At5g40460	Arabidopsis thaliana (Mouse-ear cress)	761		
A0A178UEY7	unreviewed	A0A178UEY7_ARATH	GRP18	AXX17_At5g07210	Arabidopsis thaliana (Mouse-ear cress)	228		
A0A178UH52	unreviewed	A0A178UH52_ARATH	Terpene cyclase/mutase family member (EC 5.4.99.-)	AXX17_At5g33490	Arabidopsis thaliana (Mouse-ear cress)	760		
A0A178UJU8	unreviewed	A0A178UJU8_ARATH	(thale cress) hypothetical protein (GRP20)	AXX17_At5g07270 AN1_LOCUS21578 AT9943_LOCUS18584	Arabidopsis thaliana (Mouse-ear cress)	153		
A0A178UPI8	unreviewed	A0A178UPI8_ARATH	Terpene cyclase/mutase family member (EC 5.4.99.-)	AXX17_At5g46530 AN1_LOCUS25038	Arabidopsis thaliana (Mouse-ear cress)	766		
