Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (synonym)	TAIR
Q9ZSA8	reviewed	DLO1_ARATH	Protein DMR6-LIKE OXYGENASE 1 (EC 1.14.11.-) (2-oxoglutarate (2OG)-Fe(II) oxygenase-like protein DLO1) (Protein SENESCENCE-ASSOCIATED GENE 108) (Salicylate 3-hydroxylase DLO1) (S3H DLO1) (SA 3-hydroxylase DLO1) (Salicylic acid 3-hydroxylase DLO1) (EC 1.14.13.-)	DLO1 SAG108 At4g10500 F3H7.16 F7L13.80	Arabidopsis thaliana (Mouse-ear cress)	349	SAG108	AT4G10500;
Q9ZT48	reviewed	ATE1_ARATH	Arginyl-tRNA--protein transferase 1 (Arginyltransferase 1) (R-transferase 1) (EC 2.3.2.8) (Arginine-tRNA--protein transferase 1) (AtATE1) (Protein DELAYED-LEAF-SENESCENCE 1)	ATE1 DLS1 At5g05700 MJJ3.10	Arabidopsis thaliana (Mouse-ear cress)	632	DLS1	AT5G05700;
Q9ZT82	reviewed	CALSC_ARATH	Callose synthase 12 (EC 2.4.1.34) (1,3-beta-glucan synthase) (Protein GLUCAN SYNTHASE-LIKE 5) (Protein POWDERY MILDEW RESISTANT 4)	CALS12 GSL5 PMR4 At4g03550 F9H3.18 T5L23.4	Arabidopsis thaliana (Mouse-ear cress)	1780	GSL5 PMR4	AT4G03550;
Q9ZUZ2	reviewed	CAMK3_ARATH	CDPK-related kinase 3 (AtCRK3) (EC 2.7.11.1) (Calcium/calmodulin-dependent protein kinase 4) (AtCK)	CRK3 CaMK4 CK At2g46700 T3A4.8	Arabidopsis thaliana (Mouse-ear cress)	595	CaMK4 CK	AT2G46700;
Q9ZVN2	reviewed	PES1_ARATH	Phytyl ester synthase 1, chloroplastic (EC 2.3.1.-)	PES1 At1g54570 T22H22.2	Arabidopsis thaliana (Mouse-ear cress)	704		AT1G54570;
Q9ZWJ9	reviewed	ARR2_ARATH	Two-component response regulator ARR2 (Receiver-like protein 5)	ARR2 ARP5 At4g16110 dl4095w FCAALL.297	Arabidopsis thaliana (Mouse-ear cress)	664	ARP5	AT4G16110;
O24603	reviewed	CHI_ARATH	Endochitinase CHI (EC 3.2.1.14)	CHI LSC222 At2g43570 F18O19.32	Arabidopsis thaliana (Mouse-ear cress)	277	LSC222	AT2G43570;
O64865	reviewed	LTG14_ARATH	Non-specific lipid transfer protein GPI-anchored 14 (AtLTPG-14) (Protein LTP-GPI-ANCHORED 14) (Protein SENESCENCE ASSOCIATED GENES 27) (Xylogen like protein 7) (AtXYLP7) (AtXYP10)	LTPG14 SAG27 XYLP7 XYP10 At2g44300 F4I1.11	Arabidopsis thaliana (Mouse-ear cress)	204	SAG27 XYLP7 XYP10	AT2G44300;
O80678	reviewed	UBA2B_ARATH	UBP1-associated protein 2B	UBA2B At2g41060 T3K9.17	Arabidopsis thaliana (Mouse-ear cress)	451		AT2G41060;
O80961	reviewed	MLO12_ARATH	MLO-like protein 12 (AtMlo12) (AtMlo18)	MLO12 At2g39200 T16B24.16	Arabidopsis thaliana (Mouse-ear cress)	576		AT2G39200;
Q4PSF4	reviewed	DTX52_ARATH	Protein DETOXIFICATION 52 (AtDTX52) (Multidrug and toxic compound extrusion protein 52) (MATE protein 52) (Protein ABNORMAL SHOOT 3-like 2)	DTX52 ABS3L2 At5g19700 T29J13.120	Arabidopsis thaliana (Mouse-ear cress)	508	ABS3L2	AT5G19700;
Q9C768	reviewed	U76B1_ARATH	UDP-glycosyltransferase 76B1 (EC 2.4.1.-)	UGT76B1 At3g11340 F11B9.23 F24K9.1	Arabidopsis thaliana (Mouse-ear cress)	447		AT3G11340;
Q9C7W0	reviewed	SAQR_ARATH	Senescence-associated and QQS-related protein	SAQR U61211 At1g64360 F15H21.8	Arabidopsis thaliana (Mouse-ear cress)	85	U61211	AT1G64360;
Q9C8Y4	reviewed	ATA15_ARATH	Senescence-associated protein AAF, chloroplastic (Protein ARABIDOPSIS A-FIFTEEN)	AAF ATA15 At1g66330 T27F4.8	Arabidopsis thaliana (Mouse-ear cress)	417	ATA15	AT1G66330;
Q9FFD8	reviewed	MBS2_ARATH	Protein METHYLENE BLUE SENSITIVITY 2	MBS2 At5g16470 MQK4.20	Arabidopsis thaliana (Mouse-ear cress)	104		AT5G16470;
Q9FFI2	reviewed	ATG5_ARATH	Autophagy protein 5 (Protein autophagy 5) (AtAPG5)	ATG5 APG5 At5g17290 MKP11_14	Arabidopsis thaliana (Mouse-ear cress)	337	APG5	AT5G17290;
Q9FL62	reviewed	WRK30_ARATH	Probable WRKY transcription factor 30 (WRKY DNA-binding protein 30)	WRKY30 At5g24110 MLE8.3 MZF18.18	Arabidopsis thaliana (Mouse-ear cress)	303		AT5G24110;
Q9LEZ9	reviewed	TCP17_ARATH	Transcription factor TCP17	TCP17 At5g08070 T22D6.10	Arabidopsis thaliana (Mouse-ear cress)	242		AT5G08070;
Q9LJS2	reviewed	RLP41_ARATH	Receptor-like protein 41 (AtRLP41)	RLP41 At3g25010 K3G3.2	Arabidopsis thaliana (Mouse-ear cress)	881		AT3G25010;
Q9LKA4	reviewed	UBA2C_ARATH	UBP1-associated protein 2C	UBA2C At3g15010 K15M2.15	Arabidopsis thaliana (Mouse-ear cress)	404		AT3G15010;
Q9LVF4	reviewed	DMP1_ARATH	Protein DMP1 (AtDMP1)	DMP1 At3g21520 MIL23.9	Arabidopsis thaliana (Mouse-ear cress)	207		AT3G21520;
Q9LVJ1	reviewed	SBT14_ARATH	Subtilisin-like protease SBT1.4 (EC 3.4.21.-) (Subtilase subfamily 1 member 4) (AtSBT1.4)	SBT1.4 At3g14067 MDC16.21	Arabidopsis thaliana (Mouse-ear cress)	777		AT3G14067;
Q9LYG9	reviewed	MSL10_ARATH	Mechanosensitive ion channel protein 10 (Mechanosensitive channel of small conductance-like 10) (MscS-Like protein 10) (AtMSL10)	MSL10 At5g12080 F14F18.230 MXC9.3	Arabidopsis thaliana (Mouse-ear cress)	734		AT5G12080;
