Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (synonym)	TAIR
O82339	reviewed	CRF5_ARATH	Ethylene-responsive transcription factor CRF5 (Protein CYTOKININ RESPONSE FACTOR 5)	CRF5 ERF068 At2g46310 T3F17.4	Arabidopsis thaliana (Mouse-ear cress)	294	ERF068	AT2G46310;
O82503	reviewed	CRF1_ARATH	Ethylene-responsive transcription factor CRF1 (Protein CYTOKININ RESPONSE FACTOR 1)	CRF1 ERF063 At4g11140 F2P3.5 T22B4.120	Arabidopsis thaliana (Mouse-ear cress)	287	ERF063	AT4G11140;
O82798	reviewed	ARR4_ARATH	Two-component response regulator ARR4 (Response regulator 1)	ARR4 ATRR1 IBC7 At1g10470 T10O24.8	Arabidopsis thaliana (Mouse-ear cress)	259	ATRR1 IBC7	AT1G10470;
P42736	reviewed	RAP23_ARATH	Ethylene-responsive transcription factor RAP2-3 (Cadmium-induced protein AS30) (Ethylene response factor 72) (ERF72) (Ethylene-responsive element binding protein) (AtEBP) (Protein RELATED TO APETALA2 3) (Related to AP2 3)	RAP2-3 EBP ERF072 At3g16770 MGL6.1 MGL6.24	Arabidopsis thaliana (Mouse-ear cress)	248	EBP ERF072	AT3G16770;
P42744	reviewed	AXR1_ARATH	NEDD8-activating enzyme E1 regulatory subunit AXR1 (Auxin-resistance protein AXR1) (Protein AUXIN-RESISTANT 1)	AXR1 At1g05180 YUP8H12.21	Arabidopsis thaliana (Mouse-ear cress)	540		AT1G05180;
P42753	reviewed	CCD31_ARATH	Cyclin-D3-1 (Cyclin-delta-3) (Cyclin-d3) (G1/S-specific cyclin-D3-1) (CycD3;1)	CYCD3-1 CYCD3 At4g34160 F28A23.80	Arabidopsis thaliana (Mouse-ear cress)	376	CYCD3	AT4G34160;
P46640	reviewed	KNAT2_ARATH	Homeobox protein knotted-1-like 2 (Protein ATK1) (Protein KNAT2)	KNAT2 ATK1 At1g70510 F24J13.8	Arabidopsis thaliana (Mouse-ear cress)	310	ATK1	AT1G70510;
P48000	reviewed	KNAT3_ARATH	Homeobox protein knotted-1-like 3 (Protein KNAT3)	KNAT3 At5g25220 F21J6.18	Arabidopsis thaliana (Mouse-ear cress)	431		AT5G25220;
P55034	reviewed	PSMD4_ARATH	26S proteasome non-ATPase regulatory subunit 4 homolog (26S proteasome regulatory subunit RPN10) (AtRPN10) (26S proteasome regulatory subunit S5A homolog) (Multiubiquitin chain-binding protein 1) (AtMCB1)	RPN10 MBP1 MCB1 At4g38630 F20M13.190 T9A14.7	Arabidopsis thaliana (Mouse-ear cress)	386	MBP1 MCB1	AT4G38630;
P62598	reviewed	ARR12_ARATH	Two-component response regulator ARR12	ARR12 At2g25180 F13D4.140	Arabidopsis thaliana (Mouse-ear cress)	596		AT2G25180;
P93751	reviewed	ZFP8_ARATH	Zinc finger protein 8	ZFP8 At2g41940 T6D20.16	Arabidopsis thaliana (Mouse-ear cress)	257		AT2G41940;
Q05466	reviewed	HAT4_ARATH	Homeobox-leucine zipper protein HAT4 (HD-ZIP protein ATHB-2) (Homeodomain transcription factor ATHB-2) (Homeodomain-leucine zipper protein HAT4) (HD-ZIP protein 4)	HAT4 ATHB-2 At4g16780 dl4415w FCAALL.101	Arabidopsis thaliana (Mouse-ear cress)	284	ATHB-2	AT4G16780;
Q17TI5	reviewed	BRX_ARATH	Protein BREVIS RADIX (AtBRX)	BRX At1g31880 F5M6.11	Arabidopsis thaliana (Mouse-ear cress)	344		AT1G31880;
Q37001	reviewed	1A15_ARATH	1-aminocyclopropane-1-carboxylate synthase 5 (ACC synthase 5) (EC 4.4.1.14) (Ethylene-overproduction protein 2) (S-adenosyl-L-methionine methylthioadenosine-lyase 5)	ACS5 ACC5 ETO2 At5g65800 F6H11.90 MPA24.15	Arabidopsis thaliana (Mouse-ear cress)	470	ACC5 ETO2	AT5G65800;
Q38890	reviewed	GUN25_ARATH	Endoglucanase 25 (EC 3.2.1.4) (Cellulase homolog OR16pep) (Endo-1,4-beta glucanase 25) (Protein KORRIGAN) (Protein RADIALLY SWOLLEN 2)	KOR DEC KOR1 RSW2 At5g49720 K2I5.8	Arabidopsis thaliana (Mouse-ear cress)	621	DEC KOR1 RSW2	AT5G49720;
Q38970	reviewed	ACC1_ARATH	Acetyl-CoA carboxylase 1 (AtACC1) (EC 6.4.1.2) (Protein EMBRYO DEFECTIVE 22) (Protein GURKE) (Protein PASTICCINO 3) [Includes: Biotin carboxylase (EC 6.3.4.14)]	ACC1 EMB22 GK PAS3 At1g36160 F15C21.1	Arabidopsis thaliana (Mouse-ear cress)	2254	EMB22 GK PAS3	AT1G36160;
Q39264	reviewed	ZFP5_ARATH	Zinc finger protein 5	ZFP5 At1g10480 T10O24.9	Arabidopsis thaliana (Mouse-ear cress)	211		AT1G10480;
Q39265	reviewed	ZFP6_ARATH	Zinc finger protein 6	ZFP6 ZEP6 At1g67030 F1O19.8 F1O19_5	Arabidopsis thaliana (Mouse-ear cress)	197	ZEP6	AT1G67030;
Q3S4A7	reviewed	AHK5_ARATH	Histidine kinase 5 (EC 2.7.13.3) (Arabidopsis histidine kinase 5) (AtHK5) (Protein AUTHENTIC HIS-KINASE 5) (Protein CYTOKININ-INDEPENDENT 2)	AHK5 CKI2 At5g10720 MAJ23.80	Arabidopsis thaliana (Mouse-ear cress)	922	CKI2	AT5G10720;
Q5HZ36	reviewed	GAT21_ARATH	GATA transcription factor 21 (Protein GATA, NITRATE-INDUCIBLE, CARBON-METABOLISM INVOLVED) (AtGNC)	GATA21 GNC At5g56860 MPI10.2	Arabidopsis thaliana (Mouse-ear cress)	398	GNC	AT5G56860;
Q67YG7	reviewed	SOFL1_ARATH	Protein SOB FIVE-LIKE 1 (AtSOFL1)	SOFL1 At1g26210 F28B23.12	Arabidopsis thaliana (Mouse-ear cress)	148		AT1G26210;
Q7DMA9	reviewed	PAS1_ARATH	Peptidyl-prolyl cis-trans isomerase PASTICCINO1 (EC 5.2.1.8) (70 kDa peptidyl-prolyl isomerase) (FK506-binding protein 72) (AtFKBP72) (Immunophilin FKBP72) (Peptidyl-prolyl cis-trans isomerase FKBP72) (PPIase FKBP72) (Rotamase)	PAS1 DEI1 FKBP70 FKBP72 At3g54010 F5K20.310	Arabidopsis thaliana (Mouse-ear cress)	635	DEI1 FKBP70 FKBP72	AT3G54010;
Q84JF5	reviewed	PTA14_ARATH	Protein PLASTID TRANSCRIPTIONALLY ACTIVE 14 (pTAC14) (EC 2.1.1.-) (Plastid-encoded RNA polymerase-associated protein 7) (PEP-associated protein 7)	PTAC14 PAP7 TAC14 At4g20130 F18F4 F1C12.4	Arabidopsis thaliana (Mouse-ear cress)	483	PAP7 TAC14	AT4G20130;
Q8GYH7	reviewed	NSE2_ARATH	E3 SUMO-protein ligase MMS21 (EC 2.3.2.-) (E3 SUMO-protein transferase MMS21) (MMS21 homolog) (AtMMS21) (Protein HIGH PLOIDY 2)	MMS21 HPY2 At3g15150 F4B12.6	Arabidopsis thaliana (Mouse-ear cress)	249	HPY2	AT3G15150;
Q8H1E4	reviewed	RAP24_ARATH	Ethylene-responsive transcription factor RAP2-4 (Ethylene-responsive transcription factor ERF059) (Protein RELATED TO APETALA2 4)	RAP2-4 ERF059 At1g78080 F28K19.29 T11I11.1	Arabidopsis thaliana (Mouse-ear cress)	334	ERF059	AT1G78080;
Q8L500	reviewed	APRR9_ARATH	Two-component response regulator-like APRR9 (Pseudo-response regulator 9)	APRR9 At2g46790 F19D11.7	Arabidopsis thaliana (Mouse-ear cress)	468		AT2G46790;
Q8L627	reviewed	SRD2_ARATH	snRNA-activating protein complex subunit (SNAPc subunit) (Protein SHOOT REDIFFERENTIATION DEFECTIVE 2)	SRD2 At1g28560 F1K23.20 F3M18.1	Arabidopsis thaliana (Mouse-ear cress)	375		AT1G28560;
Q8L9T7	reviewed	AHP5_ARATH	Histidine-containing phosphotransfer protein 5	AHP5 At1g03430 F21B7.5	Arabidopsis thaliana (Mouse-ear cress)	157		AT1G03430;
Q8L9Y3	reviewed	ARR14_ARATH	Two-component response regulator ARR14	ARR14 At2g01760 T8O11.7	Arabidopsis thaliana (Mouse-ear cress)	382		AT2G01760;
Q8LLV8	reviewed	PLS_ARATH	Peptide POLARIS (Protein expressed in embryo 101) (AtEM101)	PLS EM101 At4g39403 F23K16	Arabidopsis thaliana (Mouse-ear cress)	36	EM101	AT4G39403;
Q8S8K8	reviewed	CV_ARATH	Protein CHLOROPLAST VESICULATION	CV At2g25625 F3N11	Arabidopsis thaliana (Mouse-ear cress)	152		AT2G25625;
Q8VZV9	reviewed	PTA7_ARATH	Protein PLASTID TRANSCRIPTIONALLY ACTIVE 7 (pTAC7) (PEP-associated protein 12) (Protein PIGMENT DEFECTIVE 225)	PTAC7 PAP12 PDE225 TAC7 At5g24314 MOP9.14	Arabidopsis thaliana (Mouse-ear cress)	161	PAP12 PDE225 TAC7	AT5G24314;
Q8W1W6	reviewed	MYB33_ARATH	Transcription factor MYB33 (Myb-related protein 33) (AtMYB33)	MYB33 At5g06100 K16F4.6	Arabidopsis thaliana (Mouse-ear cress)	520		AT5G06100;
Q93WK5	reviewed	APRR7_ARATH	Two-component response regulator-like APRR7 (Pseudo-response regulator 7)	APRR7 At5g02810 F9G14_120	Arabidopsis thaliana (Mouse-ear cress)	727		AT5G02810;
Q93Z00	reviewed	TCP14_ARATH	Transcription factor TCP14 (AtTCP14)	TCP14 At3g47620 F1P2.170	Arabidopsis thaliana (Mouse-ear cress)	489		AT3G47620;
Q940A7	reviewed	TA12B_ARATH	Transcription initiation factor TFIID subunit 12b (Protein CYTOKININ-HYPERSENSITIVE 1) (Protein ENHANCED ETHYLENE RESPONSE 4) (TBP-associated factor 12b) (AtTAF12b)	TAF12B CKH1 EER4 At1g17440 F28G4.8	Arabidopsis thaliana (Mouse-ear cress)	683	CKH1 EER4	AT1G17440;
Q940D0	reviewed	ARR1_ARATH	Two-component response regulator ARR1	ARR1 At3g16857 K20I9.9 MUH15.1	Arabidopsis thaliana (Mouse-ear cress)	690		AT3G16857;
Q96292	reviewed	ACT2_ARATH	Actin-2 (EC 3.6.4.-)	ACT2 At3g18780 MVE11.16	Arabidopsis thaliana (Mouse-ear cress)	377		AT3G18780;
Q96301	reviewed	SPY_ARATH	Probable UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase SPINDLY (EC 2.4.1.255) (GDP-fucose protein O-fucosyltransferase SPINDLY) (EC 2.4.1.221)	SPY At3g11540 F24K9.29	Arabidopsis thaliana (Mouse-ear cress)	914		AT3G11540;
Q9ATB4	reviewed	TAD2B_ARATH	Transcriptional adapter ADA2b (AtADA2b) (Protein PROPORZ 1)	ADA2B PRZ1 At4g16420 dl4235c	Arabidopsis thaliana (Mouse-ear cress)	487	PRZ1	AT4G16420;
Q9C5U0	reviewed	AHK4_ARATH	Histidine kinase 4 (EC 2.7.13.3) (Arabidopsis histidine kinase 4) (AtHK4) (Cytokinin receptor CYTOKININ RESPONSE 1) (AtCRE1) (Cytokinin receptor CRE1) (Phosphoprotein phosphatase AHK4) (EC 3.1.3.16) (Protein AUTHENTIC HIS-KINASE 4) (Protein ROOT AS IN WOL 1) (Protein WOODEN LEG)	AHK4 CRE1 RAW1 WOL At2g01830 T23K3.2	Arabidopsis thaliana (Mouse-ear cress)	1080	CRE1 RAW1 WOL	AT2G01830;
Q9C5U1	reviewed	AHK3_ARATH	Histidine kinase 3 (EC 2.7.13.3) (Arabidopsis histidine kinase 3) (AtHK3) (Protein AUTHENTIC HIS-KINASE 3) (Protein ORESARA 12)	AHK3 ORE12 At1g27320 F17L21.11	Arabidopsis thaliana (Mouse-ear cress)	1036	ORE12	AT1G27320;
Q9C5U2	reviewed	AHK2_ARATH	Histidine kinase 2 (EC 2.7.13.3) (Arabidopsis histidine kinase 2) (AtHK2) (Protein AUTHENTIC HIS-KINASE 2)	AHK2 At5g35750 MXH1.16	Arabidopsis thaliana (Mouse-ear cress)	1176		AT5G35750;
Q9C6W5	reviewed	AB14G_ARATH	ABC transporter G family member 14 (ABC transporter ABCG.14) (AtABCG14) (Protein INSENSITIVE TO TEMPERATURE 211) (White-brown complex homolog protein 14) (AtWBC14)	ABCG14 INT211 WBC14 At1g31770 F27M3.2 F5M6.22	Arabidopsis thaliana (Mouse-ear cress)	648	INT211 WBC14	AT1G31770;
Q9C8W9	reviewed	NAC30_ARATH	NAC domain-containing protein 30 (ANAC030) (Protein VASCULAR RELATED NAC-DOMAIN 7)	NAC030 VND7 At1g71930 F17M19.8	Arabidopsis thaliana (Mouse-ear cress)	324	VND7	AT1G71930;
Q9C9H1	reviewed	GIS3_ARATH	Zinc finger protein GIS3 (Protein GLABROUS INFLORESCENCE STEMS 3)	GIS3 At1g68360 T22E19.1	Arabidopsis thaliana (Mouse-ear cress)	244		AT1G68360;
Q9C9L2	reviewed	TCP15_ARATH	Transcription factor TCP15 (AtTCP15)	TCP15 At1g69690 T6C23.11	Arabidopsis thaliana (Mouse-ear cress)	325		AT1G69690;
Q9C9Q8	reviewed	PMTT_ARATH	Probable pectin methyltransferase QUA2 (EC 2.1.1.-) (Protein OVERSENSITIVE TO SUGAR 1) (Protein QUASIMODO 2) (Protein TUMOROUS SHOOT DEVELOPMENT 2)	QUA2 OSU1 TSD2 At1g78240 F3F9.21 T11I11.18	Arabidopsis thaliana (Mouse-ear cress)	684	OSU1 TSD2	AT1G78240;
Q9CA45	reviewed	SOFL2_ARATH	Protein SOB FIVE-LIKE 2 (AtSOFL2)	SOFL2 At1g68870 F14K14.2	Arabidopsis thaliana (Mouse-ear cress)	147		AT1G68870;
Q9CA51	reviewed	MIF1_ARATH	Mini zinc finger protein 1 (AtMIF1)	MIF1 At1g74660 F1M20.34	Arabidopsis thaliana (Mouse-ear cress)	102		AT1G74660;
Q9FJ47	reviewed	SAG12_ARATH	Senescence-specific cysteine protease SAG12 (EC 3.4.22.-) (Cysteine proteinase SAG12) (Protein SENESCENCE-ASSOCIATED GENE 12)	SAG12 At5g45890 K15I22.9	Arabidopsis thaliana (Mouse-ear cress)	346		AT5G45890;
Q9FK12	reviewed	CRF3_ARATH	Ethylene-responsive transcription factor CRF3 (Protein CYTOKININ RESPONSE FACTOR 3)	CRF3 ERF065 At5g53290 K19E1.9	Arabidopsis thaliana (Mouse-ear cress)	354	ERF065	AT5G53290;
Q9FXD6	reviewed	ARR11_ARATH	Two-component response regulator ARR11 (Receiver-like protein 3)	ARR11 ARP3 At1g67710 F12A21.15	Arabidopsis thaliana (Mouse-ear cress)	521	ARP3	AT1G67710;
Q9FYK5	reviewed	ESR2_ARATH	Ethylene-responsive transcription factor ESR2 (Protein DORNROESCHEN-LIKE) (Protein DRN-LIKE) (Protein ENHANCER OF SHOOT REGENERATION 2) (Protein SUPPRESSOR OF PHYTOCHROMEB 2)	ESR2 DRNL ERF090 SOB2 At1g24590 F21J9.25	Arabidopsis thaliana (Mouse-ear cress)	306	DRNL ERF090 SOB2	AT1G24590;
Q9LEZ1	reviewed	SOB5_ARATH	Protein SUPPRESSOR OF PHYTOCHROME B 5 (AtSOB5)	SOB5 At5g08150 T22D6.90	Arabidopsis thaliana (Mouse-ear cress)	144		AT5G08150;
Q9LKL2	reviewed	APRR1_ARATH	Two-component response regulator-like APRR1 (ABI3-interacting protein 1) (Pseudo-response regulator 1) (Timing of CAB expression 1)	APRR1 AIP1 TOC1 At5g61380 MFB13.16	Arabidopsis thaliana (Mouse-ear cress)	618	AIP1 TOC1	AT5G61380;
Q9LVA1	reviewed	NC101_ARATH	NAC domain-containing protein 101 (ANAC101) (Protein VASCULAR RELATED NAC-DOMAIN 6)	NAC101 VND6 At5g62380 MMI9.21	Arabidopsis thaliana (Mouse-ear cress)	348	VND6	AT5G62380;
Q9LVG4	reviewed	APRR3_ARATH	Two-component response regulator-like APRR3 (Pseudo-response regulator 3)	APRR3 At5g60100 MGO3.8	Arabidopsis thaliana (Mouse-ear cress)	495		AT5G60100;
Q9LVW3	reviewed	AXYLT_ARATH	Anthocyanidin 3-O-glucoside 2'''-O-xylosyltransferase (A3G2''XylT) (EC 2.4.2.51)	A3G2XYLT UF3GT UFGT UGT79B1 At5g54060 MJP23.2	Arabidopsis thaliana (Mouse-ear cress)	468	UF3GT UFGT UGT79B1	AT5G54060;
Q9M374	reviewed	CRF6_ARATH	Ethylene-responsive transcription factor CRF6 (Protein CYTOKININ RESPONSE FACTOR 6)	CRF6 ERF067 At3g61630 F15G16.20	Arabidopsis thaliana (Mouse-ear cress)	315	ERF067	AT3G61630;
Q9MA41	reviewed	CTL1_ARATH	Chitinase-like protein 1 (AtCTL1) (Protein ANION ALTERED ROOT MORPHOLOGY) (Protein ECTOPIC DEPOSITION OF LIGNIN IN PITH 1) (Protein ECTOPIC ROOT HAIR 2) (Protein POM-POM1) (Protein SENSITIVE TO HOT TEMPERATURES 2)	CTL1 ARM ELP1 ERH2 HOT2 POM1 At1g05850 T20M3.12	Arabidopsis thaliana (Mouse-ear cress)	321	ARM ELP1 ERH2 HOT2 POM1	AT1G05850;
Q9S775	reviewed	PKL_ARATH	CHD3-type chromatin-remodeling factor PICKLE (EC 3.6.4.-) (Protein CHROMATIN REMODELING 6) (AtCHR6) (Protein GYMNOS)	PKL CHR6 GYM At2g25170 F13D4.130	Arabidopsis thaliana (Mouse-ear cress)	1384	CHR6 GYM	AT2G25170;
Q9S814	reviewed	EIN2_ARATH	Ethylene-insensitive protein 2 (AtEIN2) (EIN-2) (Cytokinin-resistant protein AtCKR1) (Protein ORESARA 3) [Cleaved into: EIN2-CEND (EIN2C)]	EIN2 CKR1 ORE3 At5g03280 F12E4.10 MOK16.19	Arabidopsis thaliana (Mouse-ear cress)	1294	CKR1 ORE3	AT5G03280;
Q9SAD4	reviewed	ESR1_ARATH	Ethylene-responsive transcription factor ESR1 (Protein DORNROSCHEN) (Protein ENHANCER OF SHOOT REGENERATION 1)	ESR1 DRN ERF089 At1g12980 F3F19.1	Arabidopsis thaliana (Mouse-ear cress)	328	DRN ERF089	AT1G12980;
Q9SAZ5	reviewed	AHP3_ARATH	Histidine-containing phosphotransfer protein 3	AHP3 ATHP2 At5g39340 MUL8.2	Arabidopsis thaliana (Mouse-ear cress)	155	ATHP2	AT5G39340;
Q9SB04	reviewed	ARR5_ARATH	Two-component response regulator ARR5 (Response reactor 2)	ARR5 ATRR2 IBC6 At3g48100 T17F15.30	Arabidopsis thaliana (Mouse-ear cress)	184	ATRR2 IBC6	AT3G48100;
Q9SGW3	reviewed	PSD8A_ARATH	26S proteasome non-ATPase regulatory subunit 8 homolog A (26S proteasome regulatory subunit RPN12a) (AtRPN12a) (26S proteasome regulatory subunit S14 homolog A)	RPN12A At1g64520 F1N19.9	Arabidopsis thaliana (Mouse-ear cress)	267		AT1G64520;
Q9SUE3	reviewed	CRF4_ARATH	Ethylene-responsive transcription factor CRF4 (Protein CYTOKININ RESPONSE FACTOR 4)	CRF4 ERF066 At4g27950 T13J8.60	Arabidopsis thaliana (Mouse-ear cress)	335	ERF066	AT4G27950;
Q9SUQ2	reviewed	CRF2_ARATH	Ethylene-responsive transcription factor CRF2 (Protein CYTOKININ RESPONSE FACTOR 2)	CRF2 ERF064 At4g23750 F9D16.220	Arabidopsis thaliana (Mouse-ear cress)	343	ERF064	AT4G23750;
Q9SZI6	reviewed	GAT22_ARATH	Putative GATA transcription factor 22 (Protein CYTOKININ-RESPONSIVE GATA FACTOR 1) (Protein GNC-LIKE) (AtGNL)	GATA22 CGA1 GNL At4g26150 F20B18.260	Arabidopsis thaliana (Mouse-ear cress)	352	CGA1 GNL	AT4G26150;
Q9XI19	reviewed	PTAC6_ARATH	PLASTID TRANSCRIPTIONALLY ACTIVE protein 6, chloroplastic (pTAC6) (Plastid-encoded RNA polymerase-associated protein 8) (PEP-associated protein 8)	PTAC6 PAP8 At1g21600 F8K7.1	Arabidopsis thaliana (Mouse-ear cress)	328	PAP8	AT1G21600;
Q9ZNV8	reviewed	AHP2_ARATH	Histidine-containing phosphotransfer protein 2	AHP2 ATHP1 At3g29350 MUO10.6	Arabidopsis thaliana (Mouse-ear cress)	156	ATHP1	AT3G29350;
Q9ZNV9	reviewed	AHP1_ARATH	Histidine-containing phosphotransfer protein 1	AHP1 ATHP3 At3g21510 MIL23.8	Arabidopsis thaliana (Mouse-ear cress)	154	ATHP3	AT3G21510;
Q9ZWJ9	reviewed	ARR2_ARATH	Two-component response regulator ARR2 (Receiver-like protein 5)	ARR2 ARP5 At4g16110 dl4095w FCAALL.297	Arabidopsis thaliana (Mouse-ear cress)	664	ARP5	AT4G16110;
Q9ZWS7	reviewed	ARR7_ARATH	Two-component response regulator ARR7	ARR7 At1g19050 F14D16.20	Arabidopsis thaliana (Mouse-ear cress)	206		AT1G19050;
Q9ZWS9	reviewed	ARR3_ARATH	Two-component response regulator ARR3	ARR3 At1g59940 F23H11.25	Arabidopsis thaliana (Mouse-ear cress)	231		AT1G59940;
F4IE21	reviewed	FLZ12_ARATH	FCS-Like Zinc finger 12	FLZ12 DUF581-1 At1g19200 T29M8.7	Arabidopsis thaliana (Mouse-ear cress)	228	DUF581-1	AT1G19200;
O80365	reviewed	ARR8_ARATH	Two-component response regulator ARR8 (Response reactor 3)	ARR8 ATRR3 At2g41310 F13H10.14	Arabidopsis thaliana (Mouse-ear cress)	225	ATRR3	AT2G41310;
P46604	reviewed	HAT22_ARATH	Homeobox-leucine zipper protein HAT22 (Homeodomain-leucine zipper protein HAT22) (HD-ZIP protein 22)	HAT22 At4g37790 T28I19.70	Arabidopsis thaliana (Mouse-ear cress)	278		AT4G37790;
Q67XQ1	unreviewed	Q67XQ1_ARATH	Histidine-containing phosphotransfer protein	At1g03430	Arabidopsis thaliana (Mouse-ear cress)	157		AT1G03430;
Q6LA42	reviewed	APRR5_ARATH	Two-component response regulator-like APRR5 (Pseudo-response regulator 5)	APRR5 At5g24470 T31K7.5	Arabidopsis thaliana (Mouse-ear cress)	558		AT5G24470;
Q7G8V2	reviewed	ARR15_ARATH	Two-component response regulator ARR15	ARR15 At1g74890 F25A4.14 F9E10.26	Arabidopsis thaliana (Mouse-ear cress)	206		AT1G74890;
Q84TF4	reviewed	GRS13_ARATH	Monothiol glutaredoxin-S13 (AtGrxS13) (Protein ROXY 18)	GRXS13 ROXY18 At1g03850 F21M11.22	Arabidopsis thaliana (Mouse-ear cress)	150	ROXY18	AT1G03850;
Q93W88	reviewed	BH137_ARATH	Transcription factor bHLH137 (Basic helix-loop-helix protein 137) (AtbHLH137) (bHLH 137) (Transcription factor EN 89) (bHLH transcription factor bHLH137)	BHLH137 EN89 At5g50915 K3K7	Arabidopsis thaliana (Mouse-ear cress)	286	EN89	AT5G50915;
Q9C7W0	reviewed	SAQR_ARATH	Senescence-associated and QQS-related protein	SAQR U61211 At1g64360 F15H21.8	Arabidopsis thaliana (Mouse-ear cress)	85	U61211	AT1G64360;
Q9C9S2	reviewed	AUF1_ARATH	F-box protein AUF1 (F-box protein At1g78100) (Protein AUXIN UP-REGULATED F-BOX PROTEIN 1)	AUF1 At1g78100 T11I11.4	Arabidopsis thaliana (Mouse-ear cress)	334		AT1G78100;
Q9FG05	reviewed	GIS2_ARATH	Zinc finger protein GIS2 (Protein GLABROUS INFLORESCENCE STEMS 2)	GIS2 At5g06650	Arabidopsis thaliana (Mouse-ear cress)	191		AT5G06650;
Q9FGT7	reviewed	ARR18_ARATH	Two-component response regulator ARR18	ARR18 At5g58080 K21L19.7	Arabidopsis thaliana (Mouse-ear cress)	635		AT5G58080;
Q9FXH5	reviewed	PUP14_ARATH	Purine permease 14 (AtPUP14)	PUP14 At1g19770 F14P1.13 F6F9.18	Arabidopsis thaliana (Mouse-ear cress)	393		AT1G19770;
Q9LU15	reviewed	AHP4_ARATH	Histidine-containing phosphotransfer protein 4	AHP4 At3g16360 MYA6.16 T2O4.15	Arabidopsis thaliana (Mouse-ear cress)	127		AT3G16360;
Q9LYP5	reviewed	ARR21_ARATH	Putative two-component response regulator ARR21	ARR21 At5g07210 T28J14_150	Arabidopsis thaliana (Mouse-ear cress)	613		AT5G07210;
Q9LZJ8	reviewed	ARR20_ARATH	Putative two-component response regulator ARR20	ARR20 At3g62670 F26K9_100	Arabidopsis thaliana (Mouse-ear cress)	426		AT3G62670;
Q9M8Y4	reviewed	ARR22_ARATH	Two-component response regulator ARR22	ARR22 At3g04280 T6K12.10	Arabidopsis thaliana (Mouse-ear cress)	142		AT3G04280;
Q9M9B9	reviewed	ARR19_ARATH	Putative two-component response regulator ARR19	ARR19 At1g49190 F27J15.4	Arabidopsis thaliana (Mouse-ear cress)	407		AT1G49190;
Q9SHC2	reviewed	ARR16_ARATH	Two-component response regulator ARR16	ARR16 At2g40670 T7D17.15	Arabidopsis thaliana (Mouse-ear cress)	164		AT2G40670;
Q9SSC9	reviewed	AHP6_ARATH	Pseudo histidine-containing phosphotransfer protein 6 (Histidine-containing phosphotransfer protein 6)	AHP6 AHP6b At1g80100 F18B13.18	Arabidopsis thaliana (Mouse-ear cress)	154	AHP6b	AT1G80100;
